row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND(trình bày lại)
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,942.850,862.333,942850.0,862333.0
Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),3.330.683,1.652.779,3330683.0,1652779.0
,,,4.273.533,2.515.112,4273533.0,2515112.0
(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,(i) Các khoản phải thu bên ngoài,,
,,,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),,
Tạm ứng mua sắm tài sản cố định,(i) Các khoản phải thu bên ngoài > Tạm ứng mua sắm tài sản cố định,Tạm ứng mua sắm tài sản cố định,436.817,109.277,436817.0,109277.0
Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,(i) Các khoản phải thu bên ngoài > Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,252.797,195.883,252797.0,195883.0
Thuế thu nhập doanh nghiệp nộp thừa,(i) Các khoản phải thu bên ngoài > Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,134,67,134.0,67.0
Thuế giá trị gia tăng được khấu trừ,(i) Các khoản phải thu bên ngoài > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,7.943,1.160,7943.0,1160.0
Tạm ứng thuế khác,(i) Các khoản phải thu bên ngoài > Tạm ứng thuế khác,Tạm ứng thuế khác,2,2,2.0,2.0
Chi phí xây dựng cơ bản dở dang (*),(i) Các khoản phải thu bên ngoài > Chi phí xây dựng cơ bản dở dang (*),Chi phí xây dựng cơ bản dở dang (*),428.340,403.880,428340.0,403880.0
Các khoản phải thu khác,(i) Các khoản phải thu bên ngoài > Các khoản phải thu khác,Các khoản phải thu khác,2.204.650,942.510,2204650.0,942510.0
,,,3.330.683,1.652.779,3330683.0,1652779.0
(*) Chi phí xây dựng cơ bản dở dang,(*) Chi phí xây dựng cơ bản dở dang,(*) Chi phí xây dựng cơ bản dở dang,(*) Chi phí xây dựng cơ bản dở dang,(*) Chi phí xây dựng cơ bản dở dang,,
,,,31/12/2017Triệu VND,31/12/2016Triệu VND,,
Xây dựng cơ bản dở dang,(*) Chi phí xây dựng cơ bản dở dang > Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,428.340,403.880,428340.0,403880.0
"Trong đó, những dự án lớn:","(*) Chi phí xây dựng cơ bản dở dang > Trong đó, những dự án lớn:","Trong đó, những dự án lớn:",353.210,290.262,353210.0,290262.0
Dự án trụ sở Chi nhánh Nam Định,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Nam Định,Dự án trụ sở Chi nhánh Nam Định,133.500,-,133500.0,
Dự án trụ sở Chi nhánh Ninh Bình,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Ninh Bình,Dự án trụ sở Chi nhánh Ninh Bình,60.000,-,60000.0,
Dự án trụ sở Chi nhánh Hưng Yên,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Hưng Yên,Dự án trụ sở Chi nhánh Hưng Yên,-,128.871,,128871.0
Dự án trụ sở Chi nhánh Đông Sài Gòn,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Đông Sài Gòn,Dự án trụ sở Chi nhánh Đông Sài Gòn,58.321,45.323,58321.0,45323.0
Dự án trụ sở Chi nhánh Bình Thuận,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Bình Thuận,Dự án trụ sở Chi nhánh Bình Thuận,57.643,37.623,57643.0,37623.0
Dự án trụ sở Chi nhánh Trà Vinh,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Trà Vinh,Dự án trụ sở Chi nhánh Trà Vinh,22.906,12.014,22906.0,12014.0
Dự án trụ sở Chi nhánh Kon Tum,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Kon Tum,Dự án trụ sở Chi nhánh Kon Tum,20.785,1.327,20785.0,1327.0
Dự án trụ sở Chi nhánh Vũng Tàu,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Vũng Tàu,Dự án trụ sở Chi nhánh Vũng Tàu,55,30.112,55.0,30112.0
Dự án trụ sở Chi nhánh Bình Dương,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Bình Dương,Dự án trụ sở Chi nhánh Bình Dương,-,14.170,,14170.0
Dự án trụ sở Chi nhánh Khánh Hòa,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Khánh Hòa,Dự án trụ sở Chi nhánh Khánh Hòa,-,11.072,,11072.0
Dự án trụ sở Chi nhánh Thái Bình,(*) Chi phí xây dựng cơ bản dở dang > Dự án trụ sở Chi nhánh Thái Bình,Dự án trụ sở Chi nhánh Thái Bình,-,9.750,,9750.0
