row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",4.864.331.569,868.186.801,4864331569.0,868186801.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,993.160.510,1.598.689.164,993160510.0,1598689164.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,5.857.492.079,2.466.875.965,5857492079.0,2466875965.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",12.873.197.906,4.324.635.200,12873197906.0,4324635200.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,37.713.833.205,25.793.667.817,37713833205.0,25793667817.0
Chi phí sữa chữa lớn,Dài hạn > Chi phí sữa chữa lớn,Chi phí sữa chữa lớn,860.939.111,2.327.978.862,860939111.0,2327978862.0
Chi phí lắp đặt hệ thống phòng cháy chữa cháy,Dài hạn > Chi phí lắp đặt hệ thống phòng cháy chữa cháy,Chi phí lắp đặt hệ thống phòng cháy chữa cháy,4.852.123.019,-,4852123019.0,
Chi phí trả trước khác,Dài hạn > Chi phí trả trước khác,Chi phí trả trước khác,552.349.550,376.540.579,552349550.0,376540579.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,56.852.442.791,32.822.822.458,56852442791.0,32822822458.0
