row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,Kỳ hạn trả gốc và lãi vay,Lãi suất (%/năm),Hình thứcđảm bảo,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1,numeric__Kỳ hạn trả gốc và lãi vay,numeric__Lãi suất (%/năm),numeric__Hình thứcđảm bảo
,,,VND,Nguyên tệ,,,,,,,,
Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,845.534.388.788,845.534.388.788 VND,"Thời hạn vay theo từng nghề ước nhận nợ, từ 4 tháng đến 6 tháng. Lãi vay trả hàng tháng. Gốc vay đáo hạn lần cuối vào tháng 6 năm 2024.",2.6% - 5.5%,(i),845534388788.0,,,,
Các khoản vay ngân hàng bằng USD,Các khoản vay ngân hàng bằng USD,Các khoản vay ngân hàng bằng USD,391.581.528.261,16.035.279 USD,"Thời hạn vay theo từng nghề ước nhận nợ, tối đa 6 tháng. Lãi vay trả hàng tháng. Gốc vay đáo hạn lần cuối vào tháng 6 năm 2024.",3.4% - 4.9%,(i),391581528261.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.237.115.917.049,1.237.115.917.049,,,,1237115917049.0,1237115917049.0,,,
"(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi bằng VND và USD với tổng giá trị là 19,7 tỷ VND tại các ngân hàng thương mại;- Khoản tiền gửi không kỳ hạn 12,1 tỷ VND tương đương 10% số dư nợ vay tại ngày 31 tháng 12 năm 2023 tại Ngân hàng TNHH MTV United Overseas Bank (Việt Nam) - CN Hà Nội và Ngân hàng TNHH một thành viên HSBC (Việt Nam);- 2.500.000 cổ phiếu của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp của Công ty An Phát Holdings;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty An Phát Holdings và lãnh đạo của Công ty;- Các khoản phải thu hình thành tử vốn vay Ngân hàng Đầu tư và phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất trị giá 88,2 tỷ VND tại Ngân hàng TMCP Ngoại Thương Việt Nam - CN Hải Dương;- Tài sản, nguồn thu hình thành tử toàn bộ hoặc một phần tử phương án Ngân hàng TMCP Quân đội tải trợ;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.",,,,,
