row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrả nợ,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Số có khả năngtrả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrả nợ,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Số có khả năngtrả nợ
Người mua trả tiền trước khác,Người mua trả tiền trước khác,Người mua trả tiền trước khác,57.440.158.533,57.440.158.533,52.519.986.275,52.519.986.275,57440158533.0,57440158533.0,52519986275.0,52519986275.0
Trả trước từ bên liên quan(Thuyết minh số 30),Trả trước từ bên liên quan(Thuyết minh số 30),Trả trước từ bên liên quan(Thuyết minh số 30),7.691.280.519,7.691.280.519,34.475.768.107,34.475.768.107,7691280519.0,7691280519.0,34475768107.0,34475768107.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,65.131.439.052,65.131.439.052,86.995.754.382,86.995.754.382,65131439052.0,65131439052.0,86995754382.0,86995754382.0
