row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,213.749.641.331,68.022.902.045,213749641331.0,68022902045.0
Thu nhập chịu mức thuế suất 20%,Thu nhập chịu mức thuế suất 20%,Thu nhập chịu mức thuế suất 20%,213.749.641.331,68.022.902.045,213749641331.0,68022902045.0
Thuế TNDN theo các mức thuế suất áp dụng cho Công ty,Thuế TNDN theo các mức thuế suất áp dụng cho Công ty,Thuế TNDN theo các mức thuế suất áp dụng cho Công ty,42.749.928.265,13.604.580.409,42749928265.0,13604580409.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế suất thuế TNDN 20%,Trong đó: > Thuế suất thuế TNDN 20%,Thuế suất thuế TNDN 20%,42.749.928.265,13.604.580.409,42749928265.0,13604580409.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Chi phí dự phòng không được trừ,Các khoản điều chỉnh: > Chi phí dự phòng không được trừ,Chi phí dự phòng không được trừ,12.886.674.466,20.726.461.599,12886674466.0,20726461599.0
Cổ tức được nhận,Các khoản điều chỉnh: > Cổ tức được nhận,Cổ tức được nhận,(6.323.046.240),(946.290.731),-6323046240.0,-946290731.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,213.986.622,797.176.416,213986622.0,797176416.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,49.527.543.113,34.181.927.693,49527543113.0,34181927693.0
