row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,213.749.641.331,68.022.902.045,,,213749641331.0,68022902045.0
02,02,02,Khấu hao và hao mòn tài sản cố định,"12,13",185.073.341.697,181.252.072.193,,12.13,185073341697.0,181252072193.0
03,03,03,Các khoản dự phòng,,55.816.041.370,175.286.094.233,,,55816041370.0,175286094233.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(1.954.984.236),(4.633.337.413),,,-1954984236.0,-4633337413.0
05,05,05,Lãi từ hoạt động đầu tư,,(112.760.502.983),(44.511.629.650),,,-112760502983.0,-44511629650.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu và khoản vay),25,126.683.081.636,114.207.720.619,,25.0,126683081636.0,114207720619.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,466.606.618.815,489.623.822.027,,,466606618815.0,489623822027.0
09,09,09,Giảm các khoản phải thu,,543.483.186.094,504.746.590.872,,,543483186094.0,504746590872.0
10,10,10,Giảm/(tăng) hàng tồn kho,,332.847.634.658,(362.188.907.714),,,332847634658.0,-362188907714.0
11,11,11,(Giảm)/tăng các khoản phải trả,,(202.044.517.362),162.171.257.592,,,-202044517362.0,162171257592.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(11.061.786.148),21.207.012.828,,,-11061786148.0,21207012828.0
14,14,14,Tiền lãi vay đã trả,,(118.596.919.650),(107.308.854.966),,,-118596919650.0,-107308854966.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,16,(38.638.000.000),(64.254.927.860),,16.0,-38638000000.0,-64254927860.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,20,(19.629.559.328),(26.745.031.776),,20.0,-19629559328.0,-26745031776.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,952.966.657.079,617.250.961.003,,,952966657079.0,617250961003.0
,,,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi đề mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(18.929.442.568),(13.419.910.549),,,-18929442568.0,-13419910549.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,3.070.141.601,4.584.545.454,,,3070141601.0,4584545454.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.045.293.936.000),(36.000.000.000),,,-1045293936000.0,-36000000000.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,656.550.000.000,25.000.000.000,,,656550000000.0,25000000000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(382.000.000.000),(1.266.655.607.247),,,-382000000000.0,-1266655607247.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,400.000.000,,,,400000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,92.649.716.859,44.672.457.506,,,92649716859.0,44672457506.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(693.953.520.108),(1.241.418.514.836),,,-693953520108.0,-1241418514836.0
