row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Giá trị ghi sổ > Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Giá trị ghi sổ > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá trị ghi sổ > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá trị ghi sổ > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn
Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,Tiền gửi,,,,,,
có kỳ hạn (*),Tiền gửi > có kỳ hạn (*),có kỳ hạn (*),29.323.936.000,29.323.936.000,-,1.500.000.000,1.500.000.000,-,29323936000.0,29323936000.0,,1500000000.0,1500000000.0,
TỔNG CỘNG,Tiền gửi > TỔNG CỘNG,TỔNG CỘNG,29.323.936.000,29.323.936.000,-,1.500.000.000,1.500.000.000,-,29323936000.0,29323936000.0,,1500000000.0,1500000000.0,
