row_label_raw,row_label_full,STT,Công ty,31 tháng 12 năm 2023,31 tháng 12 năm 2023_1,31 tháng 12 năm 2022,31 tháng 12 năm 2022_1,Địa chỉ,Hoạt động chính,numeric__Công ty,numeric__31 tháng 12 năm 2023,numeric__31 tháng 12 năm 2023_1,numeric__31 tháng 12 năm 2022,numeric__31 tháng 12 năm 2022_1,numeric__Địa chỉ,numeric__Hoạt động chính
STT,STT,STT,Công ty,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Địa chỉ,Hoạt động chính,,,,,,,
7,STT > 7,7,"Công ty Cổ phần Nhựa Bao bì An Vinh (""Công ty An Vinh"")","99,95%","99,95%","99,95%","99,95%","Khu công nghiệp Kỹ thuật cao An Phát, Km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam","Sản xuất, kinh doanh các sản phẩm nhựa",,0.9995,0.9995,0.9995,0.9995,,
8,STT > 8,8,"An Phat International, Inc.","99,99%","99,99%","99,99%","99,99%","10701 Corporate Drive, Suite 268, Stafford, Texas 77477, USA","Đầu tư, kinh doanh các sản phẩm màng mỏng và các sản phẩm nhựa khác",,0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999,,
9,STT > 9,9,"AFC EcoPlastics, LLC.",75%,75%,75%,75%,"PO Box 1831 Austin, Texas 78767, USA",Kinh doanh hạt nhựa,,0.75,0.75,0.75,0.75,,
10,STT > 10,10,"Công ty Cổ phần Sản xuất PBAT An Phát (""Công ty PBAT"") (i)","39,72%",55%,-,-,"Lô CN5-04 Khu Phi thuế quan và Khu Công nghiệp Nam Đình Vũ thuộc Khu Kinh tế Đình Vũ – Cát Hải, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng, Việt Nam",Sản xuất sản phẩm từ nhựa và cao su tổng hợp dạng nguyên sinh,,0.3972,0.55,,,,
11,STT > 11,11,"Ankor Bioplastics Co., Ltd (""Công ty Ankor"") (i)","20,26%",51%,-,-,"216, Munmakgongdan-gil, Munmakeup, Wonju-si, Gangwon-do, Republic of Korea (26362)","Sản xuất sản phẩm từ nhựa plastic, nhựa phân hủy",,0.2026,0.51,,,,
