row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,24.1,4.151.047.628.319,5.454.933.422.063,,241.0,4151047628319.0,5454933422063.0
02,02,02,Các khoản giảm trừ doanh thu,24.1,(113.324.950),(3.339.196.187),,241.0,-113324950.0,-3339196187.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,4.150.934.303.369,5.451.594.225.876,,241.0,4150934303369.0,5451594225876.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,(3.631.241.292.475),(4.839.338.314.032),,25.0,-3631241292475.0,-4839338314032.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,519.693.010.894,612.255.911.844,,,519693010894.0,612255911844.0
21,21,21,Doanh thu hoạt động tài chính,24.2,149.673.119.824,99.822.565.519,,242.0,149673119824.0,99822565519.0
22,22,22,Chi phí tài chính Trong đó: Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),26,(191.913.520.607),(320.169.911.729),,26.0,-191913520607.0,-320169911729.0
23,23,23,Chi phí tài chính Trong đó: Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),,(119.641.696.676),(108.900.521.871),,,-119641696676.0,-108900521871.0
25,25,25,Chi phí bán hàng,27,(188.950.499.426),(259.977.057.417),,27.0,-188950499426.0,-259977057417.0
26,26,26,Chi phí quản lý doanh nghiệp,27,(76.828.312.841),(67.172.584.370),,27.0,-76828312841.0,-67172584370.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,211.673.797.844,64.758.923.847,,,211673797844.0,64758923847.0
31,31,31,Thu nhập khác,29,6.648.060.622,3.522.562.771,,29.0,6648060622.0,3522562771.0
32,32,32,Chi phí khác,29,(4.572.217.135),(258.584.573),,29.0,-4572217135.0,-258584573.0
40,40,40,Lợi nhuận khác,,2.075.843.487,3.263.978.198,,,2075843487.0,3263978198.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,213.749.641.331,68.022.902.045,,,213749641331.0,68022902045.0
51,51,51,Chi phí thuế TNDN hiện hành,30.1,(49.188.807.503),(36.636.858.411),,301.0,-49188807503.0,-36636858411.0
52,52,52,(Chi phí)/thu nhập thuế TNDN hoãn lại,30.3,(338.735.610),2.454.930.718,,303.0,-338735610.0,2454930718.0
60,60,60,Lợi nhuận sau thuế TNDN,,164.222.098.218,33.840.974.352,,,164222098218.0,33840974352.0
