row_label_raw,row_label_full,Số đã trình bày,Số đã trình bày_1,Số đã trình bày_2,Số trình bày lại,Số trình bày lại_1,Số trình bày lại_2,Chênh lệch,Ghi chú,numeric__Số đã trình bày_1,numeric__Số đã trình bày_2,numeric__Số trình bày lại,numeric__Số trình bày lại_1,numeric__Số trình bày lại_2,numeric__Chênh lệch,numeric__Ghi chú
Tên chỉ tiêu,Tên chỉ tiêu,Tên chỉ tiêu,Mã số,VND,Tên chỉ tiêu,Mã số,VND,VND,,,,,,,,
BÁNG CẦN ĐỔI KẾ TOÀN,BÁNG CẦN ĐỔI KẾ TOÀN,BÁNG CẦN ĐỔI KẾ TOÀN,,Số đầu năm,BÁNG CẦN ĐỔI KẾ TOÀN,,Số đầu năm,,,,,,,,,
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,,,A. TÀI SẢN NGĂN HẠN,,,,,,,,,,,
1. Phải thu ngắn hạn của khách hàng,A. TÀI SẢN NGĂN HẠN > 1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,1.105.558.992.502,1. Phải thu ngắn hạn của khách hàng,131,1.087.151.316.762,(18.407.675.740),Phân loại lại,131.0,1105558992502.0,,131.0,1087151316762.0,-18407675740.0,
3. Thuế và các khoản khác phải thu Nhà nước,A. TÀI SẢN NGĂN HẠN > 3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,9.517.052.162,3. Thuế và các khoản khác phải thu Nhà nước,153,118.995.199.591,109.478.147.429,Trình bày lại (i),153.0,9517052162.0,,153.0,118995199591.0,109478147429.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,,,B. TÀI SẢN DÀI HẠN,,,,,,,,,,,
2. Tài sản thuế thu nhập hoãn lại,B. TÀI SẢN DÀI HẠN > 2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,179.515.873.303,2. Tài sản thuế thu nhập hoãn lại,262,70.037.725.874,(109.478.147.429),Trình bày lại (i),262.0,179515873303.0,,262.0,70037725874.0,-109478147429.0,
C. NỘ PHÁI TRẢ,C. NỘ PHÁI TRẢ,C. NỘ PHÁI TRẢ,,,C. NỘ PHÁI TRẢ,,,,,,,,,,,
2. Người mua trả tiền trước ngắn hạn,C. NỘ PHÁI TRẢ > 2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.339.558.423,2. Người mua trả tiền trước ngắn hạn,312,71.314.693.339,66.975.134.916,Phân loại lại,312.0,4339558423.0,,312.0,71314693339.0,66975134916.0,
6. Doanh thu chưa thực hiện ngắn hạn,C. NỘ PHÁI TRẢ > 6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,1.228.527.501.510,6. Doanh thu chưa thực hiện ngắn hạn,318,1.143.144.690.854,(85.382.810.656),Phân loại lại,318.0,1228527501510.0,,318.0,1143144690854.0,-85382810656.0,
BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT,,,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT,,,,,,,,,,,
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT > 16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,235.036.725.541,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,125.558.578.112,(109.478.147.429),Trình bày lại (i),51.0,235036725541.0,,51.0,125558578112.0,-109478147429.0,
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT > 17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,(76.762.720.956),17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,32.715.426.473,109.478.147.429,Trình bày lại (i),52.0,-76762720956.0,,52.0,32715426473.0,109478147429.0,
19. Lãi cơ bản trên cổ phiếu,BÁO CẢO KẾT QUÁ KINH DOANH HỢP NHẤT > 19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,5.956,19. Lãi cơ bản trên cổ phiếu,70,5.415,(541),Trình bày lại (ii),70.0,5956.0,,70.0,5415.0,-541.0,
BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT,,,BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT,,,,,,,,,,,
Thay đổi các khoản phải thu,BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT > Thay đổi các khoản phải thu,Thay đổi các khoản phải thu,09,(381.261.312.095),Thay đổi các khoản phải thu,09,(472.331.783.784),(91.070.471.689),Trình bày lại,9.0,-381261312095.0,,9.0,-472331783784.0,-91070471689.0,
"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","BÁO CẢO LƯU CHUYÊN TIỀN TỆ HỢP NHẤT > Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,819.931.655.324,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,911.002.127.013,91.070.471.689,Trình bày lại,11.0,819931655324.0,,11.0,911002127013.0,91070471689.0,
