row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu và quyền biểu quyết nằm giữ,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu và quyền biểu quyết nằm giữ,numeric__Hoạt động chính
Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),"Lô 29B - 31B - 33B Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân thuận Đông, quận 7, Thành phố Hồ Chí Minh","59,12%","Cung cấp dịch vụ game online, báo điện tử, thanh toán điện tử",,0.5912,
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,"Lô 29B - 31B - 33B Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân thuận Đông, quận 7, Thành phố Hồ Chí Minh",100%,Cung cấp dịch vụ internet tốc độ cao và các dịch vụ viễn thông khác,,1.0,
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),"Lô 29B - 31B - 33B Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân thuận Đông, quận 7, Thành phố Hồ Chí Minh",100%,"Cung cấp dịch vụ internet, đại lý cung cấp dịch vụ viễn thông và các dịch vụ khác",,1.0,
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),"Lô 29B - 31B - 33B Đường Tân Thuận, Khu chế xuất Tân Thuận, Phường Tân thuận Đông, quận 7, Thành phố Hồ Chí Minh",100%,Sản xuất phần mềm,,1.0,
Công ty Cổ phần Công nghệ Viễn thông FPT (FCN),Công ty Cổ phần Công nghệ Viễn thông FPT (FCN),Công ty Cổ phần Công nghệ Viễn thông FPT (FCN),"Lô T2-5, Đường D1, khu Công nghệ cao, phường Tăng Nhơn Phú A, quận 9, thành phố Hồ Chí Minh",99.99%,Cung cấp các dịch vụ Internet tốc độ cao và các dịch vụ viễn thông khác,,99.99,
