row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > Giá gốcVND > 1.680.039.336.332,Số cuối năm > Giá trị ghi sốVND > 1.680.039.336.332,Số đầu năm > Giá gốcVND > 1.065.618.640.271,Số đầu năm > Giá trị ghi sốVND > 1.065.618.640.271,numeric__Số cuối năm > Giá gốcVND > 1.680.039.336.332,numeric__Số cuối năm > Giá trị ghi sốVND > 1.680.039.336.332,numeric__Số đầu năm > Giá gốcVND > 1.065.618.640.271,numeric__Số đầu năm > Giá trị ghi sốVND > 1.065.618.640.271
a1) Ngân hạn,a1) Ngân hạn,a1) Ngân hạn,1.680.039.336.332,1.680.039.336.332,1.065.618.640.271,1.065.618.640.271,1680039336332.0,1680039336332.0,1065618640271.0,1065618640271.0
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,1.678.039.336.332,1.678.039.336.332,1.061.618.640.271,1.061.618.640.271,1678039336332.0,1678039336332.0,1061618640271.0,1061618640271.0
- Các khoản đầu tư khác,- Các khoản đầu tư khác,- Các khoản đầu tư khác,2.000.000.000,2.000.000.000,4.000.000.000,4.000.000.000,2000000000.0,2000000000.0,4000000000.0,4000000000.0
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,9.684.980.000,(3.684.980.000),11.040.000.000,(3.687.560.950),9684980000.0,-3684980000.0,11040000000.0,-3687560950.0
Công ty Cổ phần Công nghệ Sendo,Công ty Cổ phần Công nghệ Sendo,Công ty Cổ phần Công nghệ Sendo,3.684.980.000,(3.684.980.000),5.040.000.000,(3.687.560.950),3684980000.0,-3684980000.0,5040000000.0,-3687560950.0
Công ty Cổ phần Quản lý quỹ FPT,Công ty Cổ phần Quản lý quỹ FPT,Công ty Cổ phần Quản lý quỹ FPT,6.000.000.000,-,6.000.000.000,-,6000000000.0,,6000000000.0,
