row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm1 VND,numeric__Số cuối năm VND,numeric__Số đầu năm1 VND
Lãi dự thu,Lãi dự thu,Lãi dự thu,31.358.499.827,16.477.531.130,31358499827.0,16477531130.0
Các khoản khác,Các khoản khác,Các khoản khác,29.041.404.128,36.175.797.081,29041404128.0,36175797081.0
,,,60.399.903.955,52.653.328.211,60399903955.0,52653328211.0
