row_label_raw,row_label_full,col_0,Số cổ phiếu bình quân gia quyền,Lãi cơ bản trên cổ phiếu,numeric__Số cổ phiếu bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu
,,,Cổ phiếu,VND,,
Theo báo cáo tài chính hợp nhất năm 2015,Theo báo cáo tài chính hợp nhất năm 2015,Theo báo cáo tài chính hợp nhất năm 2015,124.589.794,5.956,124589794.0,5956.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,12.458.800,(541),12458800.0,-541.0
Số đã điều chỉnh,Số đã điều chỉnh,Số đã điều chỉnh,137.048.594,5.415,137048594.0,5415.0
