row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Tại ngày 01/01/2014,Tại ngày 01/01/2014,Tại ngày 01/01/2014,2.615.912,654.945,3.270.857,2615912.0,654945.0,3270857.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,532.945,3.359.847,3.892.792,532945.0,3359847.0,3892792.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(2.392.993),(2.392.993),,-2392993.0,-2392993.0
Giảm dự phòng rủi ro tín dụng trong năm,Giảm dự phòng rủi ro tín dụng trong năm,Giảm dự phòng rủi ro tín dụng trong năm,-,(440.331),(440.331),,-440331.0,-440331.0
Tại ngày 31/12/2014,Tại ngày 31/12/2014,Tại ngày 31/12/2014,3.148.857,1.181.468,4.330.325,3148857.0,1181468.0,4330325.0
