row_label_raw,row_label_full,col_0,Vốn điều lệ,Thặng dư vốn cổ phần,Quỹ dự phòng tài chính,Quỹ dự trữ bổ sung vốn điều lệ,Lợi nhuận sau thuế chưa phân phối,Tổng cộng,numeric__Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Quỹ dự phòng tài chính,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Tại ngày 01/01/2015(trình bày lại),Tại ngày 01/01/2015(trình bày lại),Tại ngày 01/01/2015(trình bày lại),37.234.046,8.969.827,2.791.309,1.401.669,3.783.718,54.180.569,37234046.0,8969827.0,2791309.0,1401669.0,3783718.0,54180569.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,5.718.091,5.718.091,,,,,5718091.0,5718091.0
Trích quỹ trong năm,Trích quỹ trong năm,Trích quỹ trong năm,-,-,571.809,285.905,(2.057.714),(1.200.000),,,571809.0,285905.0,-2057714.0,-1200000.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,-,-,(5.437),-,(35.493),(40.930),,,-5437.0,,-35493.0,-40930.0
Chia cổ tức năm 2014,Chia cổ tức năm 2014,Chia cổ tức năm 2014,-,-,-,-,(3.723.405),(3.723.405),,,,,-3723405.0,-3723405.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,(348),-,-,(348),,,-348.0,,,-348.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,37.234.046,8.969.827,3.357.333,1.687.574,3.685.197,54.933.977,37234046.0,8969827.0,3357333.0,1687574.0,3685197.0,54933977.0
