row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,Triệu VND,Triệu VND,,
Nông lâm nghiệp và thủy sản,Nông lâm nghiệp và thủy sản,Nông lâm nghiệp và thủy sản,18.627.219,14.767.944,18627219.0,14767944.0
Khai khoáng,Khai khoáng,Khai khoáng,19.700.155,24.005.966,19700155.0,24005966.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",156.733.772,145.223.632,156733772.0,145223632.0
"Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng",31.091.572,27.771.774,31091572.0,27771774.0
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",1.557.468,1.012.271,1557468.0,1012271.0
Xây dựng,Xây dựng,Xây dựng,58.804.193,37.708.541,58804193.0,37708541.0
"Bán buôn, bán lẻ, sửa chữa ô tô, xe máy","Bán buôn, bán lẻ, sửa chữa ô tô, xe máy","Bán buôn, bán lẻ, sửa chữa ô tô, xe máy",150.916.636,126.304.336,150916636.0,126304336.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,7.033.175,7.081.524,7033175.0,7081524.0
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",3.502.949,3.230.810,3502949.0,3230810.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,1.590.299,1.400.003,1590299.0,1400003.0
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",186.475,-,186475.0,
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,42.506.465,27.198.692,42506465.0,27198692.0
"Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ",61.672,73.075,61672.0,73075.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,450.848,434.193,450848.0,434193.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,789.931,707.717,789931.0,707717.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,1.789.170,1.984.579,1789170.0,1984579.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,9.363.428,7.599.217,9363428.0,7599217.0
Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,26.976.505,11.125.975,26976505.0,11125975.0
"Hoạt động của tổ chức, cơ quan quốc tế","Hoạt động của tổ chức, cơ quan quốc tế","Hoạt động của tổ chức, cơ quan quốc tế",459.689,584.712,459689.0,584712.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,961.140,49.703,961140.0,49703.0
,,,533.102.761,438.264.664,533102761.0,438264664.0
