row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi (tài sản),Tổng tiền gửi (công nợ),Các cam kết tín dụng,Công cụ tài chính phải sinh (Chênh lệch Dư Nợ - Dur Có),Kinh doanh và đầu tư chứng khoán (Chênh lệch dur nợ - dư có),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi (tài sản),numeric__Tổng tiền gửi (công nợ),numeric__Các cam kết tín dụng,numeric__Công cụ tài chính phải sinh (Chênh lệch Dư Nợ - Dur Có),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch dur nợ - dư có)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Trong nước,Trong nước,Trong nước,534.308.142,76.220.903,535.366.292,67.001.038,(117.619),123.748.335,534308142.0,76220903.0,535366292.0,67001038.0,-117619.0,123748335.0
Nước ngoài,Nước ngoài,Nước ngoài,819.103,1.162.986,218.935,9.256,-,-,819103.0,1162986.0,218935.0,9256.0,,
,,,535.127.245,77.383.889,535.585.227,67.010.294,(117.619),123.748.335,535127245.0,77383889.0,535585227.0,67010294.0,-117619.0,123748335.0
