row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Phải thu,Phải trả,numeric__Quan hệ,numeric__Các giao dịch,numeric__Phải thu,numeric__Phải trả
Bên liên quan,Bên liên quan,Bên liên quan,Quan hệ,Các giao dịch,Triệu VND,Triệu VND,,,,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Tiền gửi thanh toán và dự trữ bắt buộc tại NHNN,11.892.122,-,,,11892122.0,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Tiền vay NHNN,-,13.205.353,,,,13205353.0
Công ty TNHH MTV Cho thuê tài chính - Ngân hàng TMCP Công thương Việt Nam,Bên liên quan > Công ty TNHH MTV Cho thuê tài chính - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Cho thuê tài chính - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi và tiền vay tại Ngân hàng,391.070,5.398,,,391070.0,5398.0
Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,Bên liên quan > Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi tại Ngân hàng,-,540.456,,,,540456.0
Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng,Bên liên quan > Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng,Công ty con,Tiền gửi tại Ngân hàng,-,43.871,,,,43871.0
TMCP Công thương Việt Nam,TMCP Công thương Việt Nam,TMCP Công thương Việt Nam,,,,,,,,
Công ty TNHH MTV Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,TMCP Công thương Việt Nam > Công ty TNHH MTV Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi tại Ngân hàng,-,94.246,,,,94246.0
Công ty TNHH MTV Quản lý quỹ - Ngân hàng TMCP Công thương Việt Nam,TMCP Công thương Việt Nam > Công ty TNHH MTV Quản lý quỹ - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Quản lý quỹ - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi tại Ngân hàng,-,91.089,,,,91089.0
Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,TMCP Công thương Việt Nam > Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi tại Ngân hàng,-,230.484,,,,230484.0
Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,TMCP Công thương Việt Nam > Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,Công ty con,Tiền gửi tại Ngân hàng,-,74.562,,,,74562.0
Ngân hàng TNHH Công thương Việt Nam tại Lào,TMCP Công thương Việt Nam > Ngân hàng TNHH Công thương Việt Nam tại Lào,Ngân hàng TNHH Công thương Việt Nam tại Lào,Ngân hàng con,Tiền gửi của Ngân hàng,2.055.538,-,,,2055538.0,
Ngân hàng TNHH Indovina,TMCP Công thương Việt Nam > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Liên doanh,Tiền gửi tại Ngân hàng,-,2.918.912,,,,2918912.0
Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,TMCP Công thương Việt Nam > Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Liên doanh,Tiền gửi tại Ngân hàng,-,194.810,,,,194810.0
