row_label_raw,row_label_full,Khoản mục trênBáo cáo kết quả hoạt động kinh doanh riêng,Số đã báo cáo trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày31/12/2014 > Triệu VND,Điều chỉnh > Triệu VND,Trình bày lại trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND,numeric__Số đã báo cáo trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày31/12/2014 > Triệu VND,numeric__Điều chỉnh > Triệu VND,numeric__Trình bày lại trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự (*),Thu nhập lãi và các khoản thu nhập tương tự (*),Thu nhập lãi và các khoản thu nhập tương tự (*),40.769.128,280.816,41.049.944,40769128.0,280816.0,41049944.0
Thu nhập từ hoạt động dịch vụ (*),Thu nhập từ hoạt động dịch vụ (*),Thu nhập từ hoạt động dịch vụ (*),2.010.128,(289.141),1.720.987,2010128.0,-289141.0,1720987.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,730.909,(73),730.836,730909.0,-73.0,730836.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,384.857,69,384.926,384857.0,69.0,384926.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,3.687.354,1.217,3.688.571,3687354.0,1217.0,3688571.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",304.125,3.294,307.419,304125.0,3294.0,307419.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,9.589.146,(24.092),9.565.054,9589146.0,-24092.0,9565054.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,3.860.083,20.711,3.880.794,3860083.0,20711.0,3880794.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,1.512.493,(789),1.511.704,1512493.0,-789.0,1511704.0
