row_label_raw,row_label_full,Khoản mục trênBáo cáo cáo lưu chuyển tiền tệ riêng,Số đã báo cáo trênbáo cáo tài chínhriêng cho năm tài chính kết thúc ngày31/12/2014 > Triệu VND,Điều chỉnh > Triệu VND,Trình bày lại trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND,numeric__Số đã báo cáo trênbáo cáo tài chínhriêng cho năm tài chính kết thúc ngày31/12/2014 > Triệu VND,numeric__Điều chỉnh > Triệu VND,numeric__Trình bày lại trên báo cáo tài chính riêng cho năm tài chính kết thúc ngày 31/12/2015 > Triệu VND
Thu nhập lãi và các khoản thu nhậptrương tự nhận được (*),Thu nhập lãi và các khoản thu nhậptrương tự nhận được (*),Thu nhập lãi và các khoản thu nhậptrương tự nhận được (*),38.115.696,286.358,38.402.054,38115696.0,286358.0,38402054.0
Thu nhập từ hoạt động dịch vụ nhậnđược (*),Thu nhập từ hoạt động dịch vụ nhậnđược (*),Thu nhập từ hoạt động dịch vụ nhậnđược (*),1.214.726,(286.358),928.368,1214726.0,-286358.0,928368.0
"Tiền thu các khoản nợ đã được xử lýxóa, bù đáp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lýxóa, bù đáp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lýxóa, bù đáp bằng nguồn rủi ro",1.181.765,1.217,1.182.982,1181765.0,1217.0,1182982.0
"Tiền chi trả cho nhân viên và hoạt độngquán lý, công vụ","Tiền chi trả cho nhân viên và hoạt độngquán lý, công vụ","Tiền chi trả cho nhân viên và hoạt độngquán lý, công vụ",(8.948.080),22.739,(8.925.341),-8948080.0,22739.0,-8925341.0
Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,5.720.826,(1.217),5.719.609,5720826.0,-1217.0,5719609.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,(3.132.824),(22.739),(3.155.563),-3132824.0,-22739.0,-3155563.0
