row_label_raw,row_label_full,STT CHỈ TIÊU,STT CHỈ TIÊU_1,2015,2014Trình bày lại,numeric__STT CHỈ TIÊU_1,numeric__2015,numeric__2014Trình bày lại
LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,42.055.617,38.402.054,,42055617.0,38402054.0
02.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,(23.480.465),(22.149.343),,-23480465.0,-22149343.0
03.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,1.106.563,928.368,,1106563.0,928368.0
04.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",1.496.874,565.526,,1496874.0,565526.0
05.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Chi phí khác,(391.695),(790.544),,-391695.0,-790544.0
06.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",2.212.265,1.182.982,,2212265.0,1182982.0
07.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(9.517.824),(8.925.341),,-9517824.0,-8925341.0
08.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(1.634.743),(1.542.919),,-1634743.0,-1542919.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,11.846.592,7.670.783,,11846592.0,7670783.0
,,,Những thay đổi về tài sản hoạt động,(128.763.554),(70.591.062),,-128763554.0,-70591062.0
09.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,Giảm các khoản tiền gửi và cho vay các TCTD khác,5.906.839,5.672.695,,5906839.0,5672695.0
10.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,(Tăng) các khoản về kinh doanh chứng khoán,(27.047.846),(5.033.484),,-27047846.0,-5033484.0
11.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,-,164.334,,,164334.0
12.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Tăng) các khoản cho vay khách hàng,(103.032.413),(69.797.581),,-103032413.0,-69797581.0
13.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,(Giảm) nguồn dự phòng để bù đáp tổn thất các khoản,(3.528.017),(1.897.454),,-3528017.0,-1897454.0
14.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,(Tăng)/Giảm khác về tài sản hoạt động,(1.062.117),300.428,,-1062117.0,300428.0
,,,Những thay đổi về công nợ hoạt động,118.152.886,81.388.161,,118152886.0,81388161.0
15.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Tăng các khoản nợ chính phủ và NHNN,8.474.115,4.584.032,,8474115.0,4584032.0
16.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác",(3.674.412),23.304.855,,-3674412.0,23304855.0
17.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),68.721.285,59.665.386,,68721285.0,59665386.0
18.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),15.566.424,(11.270.693),,15566424.0,-11270693.0
19.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",22.401.471,(1.030.771),,22401471.0,-1030771.0
20.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(298.159),415.778,,-298159.0,415778.0
21.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,Tăng khác về công nợ hoạt động,6.962.510,5.719.609,,6962510.0,5719609.0
22.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 22.,22.,Chi từ quỹ của tổ chức tín dụng,(348),(35),,-348.0,-35.0
I.,LU'U CHUYỀN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.235.924,18.467.882,,1235924.0,18467882.0
