row_label_raw,row_label_full,col_0,2015,2014Trình bày lại,numeric__2015,numeric__2014Trình bày lại
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.045.085,1.720.987,2045085.0,1720987.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,1.289.056,1.125.340,1289056.0,1125340.0
- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,37.997,29.523,37997.0,29523.0
- Thu khác,- Thu khác,- Thu khác,718.032,566.124,718032.0,566124.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,854.163,730.836,854163.0,730836.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,118.996,105.504,118996.0,105504.0
- Chi về dịch vụ ủy thác và đại lý,- Chi về dịch vụ ủy thác và đại lý,- Chi về dịch vụ ủy thác và đại lý,11.045,2.779,11045.0,2779.0
- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,171.037,159.105,171037.0,159105.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,553.085,463.448,553085.0,463448.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.190.922,990.151,1190922.0,990151.0
