row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,BÁO CÁO CỦA BAN ĐIỀU HÀNH,1 - 2,
BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỐI KÊ TOÁN RIÊNG,BẢNG CÂN ĐỐI KÊ TOÁN RIÊNG,BẢNG CÂN ĐỐI KÊ TOÁN RIÊNG,5 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,BẢNG CÂN ĐỐI KÊ TOÁN RIÊNG > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,8,8.0
BÁO CÁO LƯU CHUYÊN TIÊN TỆ RIÊNG,BÁO CÁO LƯU CHUYÊN TIÊN TỆ RIÊNG,BÁO CÁO LƯU CHUYÊN TIÊN TỆ RIÊNG,9 - 10,
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,11 - 78,
