row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Thuyết minh,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,10.085.843,7.252.564,23.0,10085843.0,7252564.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,24,(5.260.350),(3.796.588),24.0,-5260350.0,-3796588.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,4.825.493,3.455.976,,4825493.0,3455976.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,1.026.934,594.174,,1026934.0,594174.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(292.189),(187.283),,-292189.0,-187283.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,734.745,406.891,25.0,734745.0,406891.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,26,(25.871),(62.888),26.0,-25871.0,-62888.0
Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,27,35.757,161.340,27.0,35757.0,161340.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,535,1.380,,535.0,1380.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,598.878,160.975,,598878.0,160975.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(83.764),(34.212),,-83764.0,-34212.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,515.114,126.763,28.0,515114.0,126763.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,6.085.773,4.089.462,,6085773.0,4089462.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(1.639.419),(1.324.020),,-1639419.0,-1324020.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(91.074),(90.904),,-91074.0,-90904.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(959.223),(919.533),,-959223.0,-919533.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(2.689.716),(2.334.457),29.0,-2689716.0,-2334457.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,3.396.057,1.755.005,,3396057.0,1755005.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(653.487),(349.935),,-653487.0,-349935.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,2.742.570,1.405.070,,2742570.0,1405070.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,21,(548.700),(280.779),21.0,-548700.0,-280779.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,51,(12),,51.0,-12.0
Tổng chí phí thuế TNDN,Tổng chí phí thuế TNDN,Tổng chí phí thuế TNDN,,(548.649),(280.791),,-548649.0,-280791.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,2.193.921,1.124.279,,2193921.0,1124279.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),22.2,3.873,1.968,222.0,3873.0,1968.0
