row_label_raw,row_label_full,col_0,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",12.126.600,11.143.445,12126600.0,11143445.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,9.943.053,9.010.996,9943053.0,9010996.0
- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,- Tiền gửi tiết kiệm không kỳ hạn bằng VND,210.781,280.697,210781.0,280697.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,1.962.571,1.812.619,1962571.0,1812619.0
- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,10.195,39.133,10195.0,39133.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",72.437.102,57.013.431,72437102.0,57013431.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,38.816.563,30.511.095,38816563.0,30511095.0
- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,- Tiền gửi tiết kiệm có kỳ hạn bằng VND,29.763.628,23.188.461,29763628.0,23188461.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,208.141,137.485,208141.0,137485.0
- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,- Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,3.648.770,3.176.390,3648770.0,3176390.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,104.835,62.794,104835.0,62794.0
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,35.536,43.045,35536.0,43045.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,69.299,19.749,69299.0,19749.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,194.092,158.083,194092.0,158083.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,156.679,116.984,156679.0,116984.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,37.413,41.099,37413.0,41099.0
,,,84.862.629,68.377.753,84862629.0,68377753.0
