row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,611.478,662.308,611478.0,662308.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,61.463,46.561,61463.0,46561.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,550.015,615.747,550015.0,615747.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,27.023,30.110,27023.0,30110.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,-,14.787,,14787.0
- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),176.969,372.935,176969.0,372935.0
- Giao dịch chứng khoán chờ thành toán,- Giao dịch chứng khoán chờ thành toán,- Giao dịch chứng khoán chờ thành toán,132.125,-,132125.0,
- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,- Chi xử lý tài sản bảo đảm nợ,25.653,24.569,25653.0,24569.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,188.245,173.346,188245.0,173346.0
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.404.848,1.124.648,1404848.0,1124648.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,127,76,127.0,76.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,439.540,508.071,439540.0,508071.0
- Vật liệu,- Vật liệu,- Vật liệu,6.880,7.040,6880.0,7040.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",19.714,181.306,19714.0,181306.0
- Chỉ phí trả trước,- Chỉ phí trả trước,- Chỉ phí trả trước,412.946,319.725,412946.0,319725.0
,,,2.455.993,2.295.103,2455993.0,2295103.0
