row_label_raw,row_label_full,col_0,col_1,Năm 2018Triệu đồng,Năm 2017Triệu đồng,numeric__col_1,numeric__Năm 2018Triệu đồng,numeric__Năm 2017Triệu đồng
I.,I.,I.,"TỔNG SỐ CÁN BỘ, NHÂN VIÊN BÌNH QUÂN(người)",5.138,4.642,,5138.0,4642.0
II.,II.,II.,"THU NHẬP CỦA CÁN BỘ, NHÂN VIÊN",,,,,
II.,II. > II.,II.,1. Tổng quỹ lương,1.113.047,928.401,,1113047.0,928401.0
II.,II. > II.,II.,2. Thu nhập khác,297.357,201.844,,297357.0,201844.0
II.,II. > II.,II.,3. Tổng thu nhập (1+2),1.410.404,1.130.245,,1410404.0,1130245.0
II.,II. > II.,II.,4. Tiền lương bình quân/tháng,"18,05","16,67",,18.05,16.67
II.,II. > II.,II.,5. Thu nhập bình quân/tháng,"22,88","20,29",,22.88,20.29
