row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
"Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)",1.463.142,1.212.805,1463142.0,1212805.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,511.956,289.298,511956.0,289298.0
Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,301.501,201.188,301501.0,201188.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",81.669,36.215,81669.0,36215.0
Phải trả nội bộ khác,Phải trả nội bộ khác,Phải trả nội bộ khác,128.786,51.895,128786.0,51895.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,767.940,619.606,767940.0,619606.0
Thuế và các khoản phải nộp NN (Thuyết minh 21),Thuế và các khoản phải nộp NN (Thuyết minh 21),Thuế và các khoản phải nộp NN (Thuyết minh 21),213.250,161.323,213250.0,161323.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,3.748,58.566,3748.0,58566.0
Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,145.167,89.182,145167.0,89182.0
Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,39.802,63.664,39802.0,63664.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,365.920,246.729,365920.0,246729.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,53,142,53.0,142.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,467.663,10.878,467663.0,10878.0
,,,3.210.701,2.132.587,3210701.0,2132587.0
