row_label_raw,row_label_full,col_0,Số dư (*) triệu đồng,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng số dự phòng triệu đồng,numeric__Số dư (*) triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng số dự phòng triệu đồng
Nợ dữ tiêu chuẩn,Nợ dữ tiêu chuẩn,Nợ dữ tiêu chuẩn,88.854.401,666.408,-,666.408,88854401.0,666408.0,,666408.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,1.325.880,9.944,20.845,30.789,1325880.0,9944.0,20845.0,30789.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,231.220,1.734,17.047,18.781,231220.0,1734.0,17047.0,18781.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,248.563,1.864,43.769,45.633,248563.0,1864.0,43769.0,45633.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,1.934.076,-,116.154,116.154,1934076.0,,116154.0,116154.0
,,,92.594.140,679.950,197.815,877.765,92594140.0,679950.0,197815.0,877765.0
