row_label_raw,row_label_full,Chứng khoán đầu tư sản sàng để bán (Thuyết minh 11.1) > Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)(Thuyết minh 11.2) > Trái phiếu đặc biệt do VAMC phát hành(Thuyết minh 11.3),31/12/2018 triệu đồng > 28.676.423 > 42.380 > -,31/12/2017 triệu đồng > 24.893.365 > 42.380 > 1.528.090,numeric__31/12/2018 triệu đồng > 28.676.423 > 42.380 > -,numeric__31/12/2017 triệu đồng > 24.893.365 > 42.380 > 1.528.090
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,(141.043),(853.939),-141043.0,-853939.0
,,,28.577.760,25.609.896,28577760.0,25609896.0
