row_label_raw,row_label_full,Số dư đầu năm > Số dự phòng trích lập trong năm,Năm 2018 triệu đồng > 695.378 > 76.752,Năm 2017 triệu đồng > 744.984 > 13.355,numeric__Năm 2018 triệu đồng > 695.378 > 76.752,numeric__Năm 2017 triệu đồng > 744.984 > 13.355
Ảnh hưởng của việc mua lại các khoản nợ và tất toán trái phiếu đặc biệt do VAMC phát hành,Ảnh hưởng của việc mua lại các khoản nợ và tất toán trái phiếu đặc biệt do VAMC phát hành,Ảnh hưởng của việc mua lại các khoản nợ và tất toán trái phiếu đặc biệt do VAMC phát hành,(772.130),(62.961),-772130.0,-62961.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,695.378,,695378.0
