row_label_raw,row_label_full,col_0,Giá trị số sách > 31/12/2018 triệu đồng,Giá trị số sách > 31/12/2017 triệu đồng,numeric__Giá trị số sách > 31/12/2018 triệu đồng,numeric__Giá trị số sách > 31/12/2017 triệu đồng
Bảo lãnh,Bảo lãnh,Bảo lãnh,17.302.300,13.911.482,17302300.0,13911482.0
Bất động sản,Bất động sản,Bất động sản,145.697.762,107.656.101,145697762.0,107656101.0
Hàng hóa lưu kho,Hàng hóa lưu kho,Hàng hóa lưu kho,12.434.995,13.890.821,12434995.0,13890821.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,25.606.383,10.524.769,25606383.0,10524769.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,54.858.753,36.123.670,54858753.0,36123670.0
Quyền khai thác tài sản,Quyền khai thác tài sản,Quyền khai thác tài sản,17.033.795,17.256.108,17033795.0,17256108.0
"Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá",15.918.997,19.376.809,15918997.0,19376809.0
Tài sản đảm bảo khác,Tài sản đảm bảo khác,Tài sản đảm bảo khác,2.319.356,2.251.033,2319356.0,2251033.0
,,,291.172.341,220.990.793,291172341.0,220990793.0
