row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,,
Cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Cho vay,Cho vay,-,25.700.000.000,,25700000000.0
Thu nhập lãi cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Thu nhập lãi cho vay,Thu nhập lãi cho vay,17.200.685.637,37.485.322.184,17200685637.0,37485322184.0
Chi phí lãi vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Chi phí lãi vay,Chi phí lãi vay,52.850.000,-,52850000.0,
Nhận ký quỹ,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Nhận ký quỹ,Nhận ký quỹ,1.200.000.000,-,1200000000.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Thành Thành Công > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,8.741.282.791,2.612.767.080,8741282791.0,2612767080.0
Cho vay,Công ty Cổ phần Đầu tư Thành Thành Công > Cho vay,Cho vay,534.300.000.000,1.153.000.000.000,534300000000.0,1153000000000.0
Thu nhập lãi cho vay,Công ty Cổ phần Đầu tư Thành Thành Công > Thu nhập lãi cho vay,Thu nhập lãi cho vay,1.138.969.864,41.450.023.850,1138969864.0,41450023850.0
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,110.622.072.727,498.393.949.091,110622072727.0,498393949091.0
Thu nhập lãi vay,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Thu nhập lãi vay,Thu nhập lãi vay,666.702.358,666.702.358,666702358.0,666702358.0
Cổ tức được chia,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Cổ tức được chia,Cổ tức được chia,-,133.276.500,,133276500.0
Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát,,
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,244.318.922.513,51.325.403.941,244318922513.0,51325403941.0
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây dựng Toàn Thịnh Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,1.007.569.225,776.637.914,1007569225.0,776637914.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,,
