row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Bán các khoản đầu tư vào các đơn vị khác chưa thu tiền,Bán các khoản đầu tư vào các đơn vị khác chưa thu tiền,Bán các khoản đầu tư vào các đơn vị khác chưa thu tiền,39.211.550.000,149.684.947.000,39211550000.0,149684947000.0
Thanh lý bất động sản đầu tư chưa thu tiền,Thanh lý bất động sản đầu tư chưa thu tiền,Thanh lý bất động sản đầu tư chưa thu tiền,17.952.224.171,317.652.224.171,17952224171.0,317652224171.0
Thanh lý tài sản cố định chưa thu tiền,Thanh lý tài sản cố định chưa thu tiền,Thanh lý tài sản cố định chưa thu tiền,-,82.286.762.111,,82286762111.0
Chi phí lãi vay vốn hóa vào hàng tồn kho,Chi phí lãi vay vốn hóa vào hàng tồn kho,Chi phí lãi vay vốn hóa vào hàng tồn kho,44.945.853.292,45.412.934.324,44945853292.0,45412934324.0
Chuyển lãi vay phải trả sang khoản vay gốc,Chuyển lãi vay phải trả sang khoản vay gốc,Chuyển lãi vay phải trả sang khoản vay gốc,49.279.302,168.253.916,49279302.0,168253916.0
Chuyển lãi phải thu sang khoản phải thu về cho vay,Chuyển lãi phải thu sang khoản phải thu về cho vay,Chuyển lãi phải thu sang khoản phải thu về cho vay,1.310.226.640,6.429.033.672,1310226640.0,6429033672.0
Chuyển lãi phải thu sang đầu tư nắm giữ đến ngày đáo hạn,Chuyển lãi phải thu sang đầu tư nắm giữ đến ngày đáo hạn,Chuyển lãi phải thu sang đầu tư nắm giữ đến ngày đáo hạn,13.008.362.650,3.336.073.095,13008362650.0,3336073095.0
Chuyển từ hàng tồn kho sang bất động sản đầu tư,Chuyển từ hàng tồn kho sang bất động sản đầu tư,Chuyển từ hàng tồn kho sang bất động sản đầu tư,135.442.776.489,-,135442776489.0,
Cấn trừ phải thu khác và phải trả mua bất động sản đầu tư,Cấn trừ phải thu khác và phải trả mua bất động sản đầu tư,Cấn trừ phải thu khác và phải trả mua bất động sản đầu tư,7.514.752.297,-,7514752297.0,
Cấn trừ trả trước cho nhà cung cấp và phải trả mua tài sản cố định vô hình,Cấn trừ trả trước cho nhà cung cấp và phải trả mua tài sản cố định vô hình,Cấn trừ trả trước cho nhà cung cấp và phải trả mua tài sản cố định vô hình,42.000.000.000,-,42000000000.0,
Chuyển khoản phải trả nhà cung cấp sang khoản vay ngắn hạn,Chuyển khoản phải trả nhà cung cấp sang khoản vay ngắn hạn,Chuyển khoản phải trả nhà cung cấp sang khoản vay ngắn hạn,217.425.265.232,-,217425265232.0,
Doanh thu bán tài sản cho công ty liên kết chưa thu được tiền,Doanh thu bán tài sản cho công ty liên kết chưa thu được tiền,Doanh thu bán tài sản cho công ty liên kết chưa thu được tiền,456.000.948,-,456000948.0,
Doanh thu bán khoản đầu tư cho công ty liên kết chưa thu được tiền,Doanh thu bán khoản đầu tư cho công ty liên kết chưa thu được tiền,Doanh thu bán khoản đầu tư cho công ty liên kết chưa thu được tiền,5.778.147.689,-,5778147689.0,
