row_label_raw,row_label_full,Tên công ty liên kết,Hoạt động chính,Tỷ lệ vốn chủ sở hữunấm giữ tại ngày > 31/12/2018,Tỷ lệ vốn chủ sở hữunấm giữ tại ngày > 1/1/2018,numeric__Hoạt động chính,numeric__Tỷ lệ vốn chủ sở hữunấm giữ tại ngày > 31/12/2018,numeric__Tỷ lệ vốn chủ sở hữunấm giữ tại ngày > 1/1/2018
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Phát triển và kinhdoanh bất động sản,"12,09%","12,09%",,0.1209,0.1209
Công ty Cổ phần Đầu tư Xây dựng Idico –Long An,Công ty Cổ phần Đầu tư Xây dựng Idico –Long An,Công ty Cổ phần Đầu tư Xây dựng Idico –Long An,Sản xuất; thươngmại; dịch vụ,"24,00%","24,00%",,0.24,0.24
Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Sản xuất; thươngmại; dịch vụ,"21,33%","31,33%",,0.2133,0.31329999999999997
Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Phát triển và kinhdoanh bất động sản,"60,00%","60,00%",,0.6,0.6
Công ty Cổ phần Đầu tư SVG,Công ty Cổ phần Đầu tư SVG,Công ty Cổ phần Đầu tư SVG,Phát triển và kinhdoanh bất động sản,"99,55%","99,55%",,0.9954999999999999,0.9954999999999999
Công ty Cổ phần Khu Công nghiệp ThànhThành Công,Công ty Cổ phần Khu Công nghiệp ThànhThành Công,Công ty Cổ phần Khu Công nghiệp ThànhThành Công,Phát triển và kinhdoanh khu côngnghiệp,"39,05%","39,05%",,0.39049999999999996,0.39049999999999996
