row_label_raw,row_label_full,Thuế giá trị gia tăng,31/12/2023VND > 179.119.059,31/12/2022VND > 228.202.561,numeric__31/12/2023VND > 179.119.059,numeric__31/12/2022VND > 228.202.561
Thuế TNDN,Thuế TNDN,Thuế TNDN,50.662.586.190,62.333.710.343,50662586190.0,62333710343.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.681.797.442,31.074.482.482,25681797442.0,31074482482.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,189.380.983,411.929.330,189380983.0,411929330.0
,,,76.712.883.674,94.048.324.716,76712883674.0,94048324716.0
