row_label_raw,row_label_full,"Phải thu cổ tức, tiền lãi đến ngày nhận",31/12/2023VND > 18.938.175.105,31/12/2022VND > 64.711.196.146,numeric__31/12/2023VND > 18.938.175.105,numeric__31/12/2022VND > 64.711.196.146
Phải thu cổ tức,Phải thu cổ tức,Phải thu cổ tức,164.044.000,133.407.000,164044000.0,133407000.0
Phải thu lãi cho vay margin,Phải thu lãi cho vay margin,Phải thu lãi cho vay margin,18.774.131.105,64.577.789.146,18774131105.0,64577789146.0
"Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính chưa đến ngày nhận","Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính chưa đến ngày nhận","Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính chưa đến ngày nhận",212.607.346.525,95.799.337.811,212607346525.0,95799337811.0
Dự thu lãi trái phiếu,Dự thu lãi trái phiếu,Dự thu lãi trái phiếu,78.772.936.410,24.177.423.886,78772936410.0,24177423886.0
Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,133.834.410.115,71.621.913.925,133834410115.0,71621913925.0
,,,231.545.521.630,160.510.533.957,231545521630.0,160510533957.0
