row_label_raw,row_label_full,col_0,Mã số,Môi giới và dịch vụ khách hàng VND,Tự doanh VND,Ngân hàng đầu tư VND,Các bộ phận khác VND,Tổng cộng VND,numeric__Mã số,numeric__Môi giới và dịch vụ khách hàng VND,numeric__Tự doanh VND,numeric__Ngân hàng đầu tư VND,numeric__Các bộ phận khác VND,numeric__Tổng cộng VND
Doanh thu thuần hoạt động kinh doanh chứng khoán,Doanh thu thuần hoạt động kinh doanh chứng khoán,Doanh thu thuần hoạt động kinh doanh chứng khoán,01,1.508.808.368.216,349.759.541.221,36.015.349.781,83.050.623.735,1.977.633.882.953,1.0,1508808368216.0,349759541221.0,36015349781.0,83050623735.0,1977633882953.0
Các chỉ phí trực tiếp,Các chỉ phí trực tiếp,Các chỉ phí trực tiếp,02,(559.550.294.754),(136.749.930.919),(27.449.138.773),(2.234.264.631),(725.983.629.077),2.0,-559550294754.0,-136749930919.0,-27449138773.0,-2234264631.0,-725983629077.0
Khẩu hao và các chỉ phí phân bổ,Khẩu hao và các chỉ phí phân bổ,Khẩu hao và các chỉ phí phân bổ,03,(450.957.372.460),(104.537.227.539),(10.764.380.585),(24.822.430.634),(591.081.411.218),3.0,-450957372460.0,-104537227539.0,-10764380585.0,-24822430634.0,-591081411218.0
Lợi nhuận thuần từ hoạt động kinh doanh trước thuế (04 = 01 + 02 + 03),Lợi nhuận thuần từ hoạt động kinh doanh trước thuế (04 = 01 + 02 + 03),Lợi nhuận thuần từ hoạt động kinh doanh trước thuế (04 = 01 + 02 + 03),04,498.300.701.002,108.472.382.763,(2.198.169.577),55.993.928.470,660.568.842.658,4.0,498300701002.0,108472382763.0,-2198169577.0,55993928470.0,660568842658.0
