row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
"1. Tiền chi mua sắm, xây dựng tài sản cố định","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 1. Tiền chi mua sắm, xây dựng tài sản cố định","1. Tiền chi mua sắm, xây dựng tài sản cố định",61,,(73.089.860.121),(113.916.688.278),61.0,,-73089860121.0,-113916688278.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ, BĐSDĐT và các tài sản khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ, BĐSDĐT và các tài sản khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ, BĐSDĐT và các tài sản khác",62,,66.462.148,759.885.104,62.0,,66462148.0,759885104.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,70,,(73.023.397.973),(113.156.803.174),70.0,,-73023397973.0,-113156803174.0
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",71,,-,1.129.747.940.000,71.0,,,1129747940000.0
"2. Tiền chi trả vốn góp cho chủ sở hữu, mua lại cổ phiếu phát hành","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền chi trả vốn góp cho chủ sở hữu, mua lại cổ phiếu phát hành","2. Tiền chi trả vốn góp cho chủ sở hữu, mua lại cổ phiếu phát hành",72,,-,(91.404.800),72.0,,,-91404800.0
3. Tiền vay gốc,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền vay gốc,3. Tiền vay gốc,73,,52.639.893.836.214,13.688.383.972.494,73.0,,52639893836214.0,13688383972494.0
3.2. Tiền vay khác,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.2. Tiền vay khác,3.2. Tiền vay khác,73.2,,52.639.893.836.214,13.688.383.972.494,732.0,,52639893836214.0,13688383972494.0
4. Tiền chi trả nợ gốc vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền chi trả nợ gốc vay,4. Tiền chi trả nợ gốc vay,74,,(48.438.873.853.521),(14.986.100.000.000),74.0,,-48438873853521.0,-14986100000000.0
4.3. Tiền chi trả gốc vay khác,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.3. Tiền chi trả gốc vay khác,4.3. Tiền chi trả gốc vay khác,74.3,,(48.438.873.853.521),(14.986.100.000.000),743.0,,-48438873853521.0,-14986100000000.0
