row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023 VND,31/12/2022 VND,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__31/12/2022 VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,(i),571.249.283.464,194.935.879.341,,571249283464.0,194935879341.0
Tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),Tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),Tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),(ii),989.973.830.991,2.611.393.334.800,,989973830991.0,2611393334800.0
Các khoản đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,(ii),2.322.623.532.176,1.623.292.939.025,,2322623532176.0,1623292939025.0
Các khoản đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Các khoản đầu tư nắm giữ đến ngày đáo hạn – dài hạn,(ii),327.320.000.000,595.320.000.000,,327320000000.0,595320000000.0
Tài sản tài chính sẵn sàng để bán (AFS),Tài sản tài chính sẵn sàng để bán (AFS),Tài sản tài chính sẵn sàng để bán (AFS),(ii),1.143.592.675.080,1.172.766.982.585,,1143592675080.0,1172766982585.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,(iii),9.218.483.030.175,3.759.499.832.736,,9218483030175.0,3759499832736.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,(iii),231.545.521.630,160.510.533.957,,231545521630.0,160510533957.0
Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,(iii),8.185.032.933,12.529.942.656,,8185032933.0,12529942656.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,(iii),6.141.214.423,3.520.822.211,,6141214423.0,3520822211.0
"Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",(iii),15.090.000.000,15.090.000.000,,15090000000.0,15090000000.0
"Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",(iii),1.370.526.750,2.251.002.180,,1370526750.0,2251002180.0
Tiền nộp Quỹ Hỗ trợ thanh toán,Tiền nộp Quỹ Hỗ trợ thanh toán,Tiền nộp Quỹ Hỗ trợ thanh toán,(iv),20.000.000.000,20.000.000.000,,20000000000.0,20000000000.0
Tiền nộp Quỹ bù trừ chứng khoán phái sinh,Tiền nộp Quỹ bù trừ chứng khoán phái sinh,Tiền nộp Quỹ bù trừ chứng khoán phái sinh,(iv),10.150.580.580,10.130.180.734,,10150580580.0,10130180734.0
,,,,14.865.725.228.202,10.181.241.450.225,,14865725228202.0,10181241450225.0
