row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,31/12/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__31/12/2022 VND
A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,
2. Chứng chỉ có giá nhận giữ hộ (VND),A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 2. Chứng chỉ có giá nhận giữ hộ (VND),2. Chứng chỉ có giá nhận giữ hộ (VND),002,28(a),9.883.660.000,9.883.660.000,2.0,,9883660000.0,9883660000.0
4. Nợ khó đòi đã xử lý (VND),A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 4. Nợ khó đòi đã xử lý (VND),4. Nợ khó đòi đã xử lý (VND),004,28(b),536.256.334.418,543.598.780.096,4.0,,536256334418.0,543598780096.0
5. Ngoại tệ các loại USD,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 5. Ngoại tệ các loại USD,5. Ngoại tệ các loại USD,005,28(c),,,5.0,,,
JPY,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > JPY,JPY,,,88,-,,,88.0,
JPY,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > JPY,JPY,,,868,780,,,868.0,780.0
6. Cổ phiếu đang lưu hành (cổ phiếu),A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 6. Cổ phiếu đang lưu hành (cổ phiếu),6. Cổ phiếu đang lưu hành (cổ phiếu),006,27(c),437.639.552,380.562.677,6.0,,437639552.0,380562677.0
7. Cổ phiếu quỹ (cổ phiếu),A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 7. Cổ phiếu quỹ (cổ phiếu),7. Cổ phiếu quỹ (cổ phiếu),007,27(c),30.441,30.441,7.0,,30441.0,30441.0
"8. Tài sản tài chính niêm yết/đăng ký giao dịch tại Tổng Công ty Lưu ký và Bù trừ Chứng khoán Việt Nam (""VSD"") của công ty chứng khoán (VND)","A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 8. Tài sản tài chính niêm yết/đăng ký giao dịch tại Tổng Công ty Lưu ký và Bù trừ Chứng khoán Việt Nam (""VSD"") của công ty chứng khoán (VND)","8. Tài sản tài chính niêm yết/đăng ký giao dịch tại Tổng Công ty Lưu ký và Bù trừ Chứng khoán Việt Nam (""VSD"") của công ty chứng khoán (VND)",008,28(d),541.483.010.000,13.127.170.000,8.0,,541483010000.0,13127170000.0
9. Tài sản tài chính đã lưu ký tại VSD của công ty chứng khoán (VND),A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT > 9. Tài sản tài chính đã lưu ký tại VSD của công ty chứng khoán (VND),9. Tài sản tài chính đã lưu ký tại VSD của công ty chứng khoán (VND),009,,304.410.000,304.410.000,9.0,,304410000.0,304410000.0
