row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế TNDN,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế TNDN,1. Lợi nhuận trước thuế TNDN,01,,716.146.789.713,660.568.842.658,1.0,,716146789713.0,660568842658.0
2. Điều chỉnh cho các khoản:,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,02,,203.064.654.471,276.272.815.858,2.0,,203064654471.0,276272815858.0
- Khấu hao tài sản cố định,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Khấu hao tài sản cố định,- Khấu hao tài sản cố định,03,,57.668.969.763,44.249.438.254,3.0,,57668969763.0,44249438254.0
- Các khoản dự phòng,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Các khoản dự phòng,- Các khoản dự phòng,04,,7.205.619.667,2.134.860.025,4.0,,7205619667.0,2134860025.0
- Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,- Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,05,,-,(2.821.974.887),5.0,,,-2821974887.0
"- Chi phí lãi vay, lãi trái phiếu phát hành","I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Chi phí lãi vay, lãi trái phiếu phát hành","- Chi phí lãi vay, lãi trái phiếu phát hành",06,,369.768.492.617,393.221.026.423,6.0,,369768492617.0,393221026423.0
- Lãi từ hoạt động đầu tư,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi từ hoạt động đầu tư,- Lãi từ hoạt động đầu tư,07,,(32.905.946),-,7.0,,-32905946.0,
- Dự thu tiền lãi,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Dự thu tiền lãi,- Dự thu tiền lãi,08,,(231.545.521.630),(160.510.533.957),8.0,,-231545521630.0,-160510533957.0
3. Tăng/(giảm) các chi phí phi tiền tệ,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 3. Tăng/(giảm) các chi phí phi tiền tệ,3. Tăng/(giảm) các chi phí phi tiền tệ,10,,(702.123.682),(1.342.174.509),10.0,,-702123682.0,-1342174509.0
- Lỗ đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lỗ đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),- Lỗ đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),11,,(702.123.682),(1.342.174.509),11.0,,-702123682.0,-1342174509.0
4. Giảm các doanh thu phi tiền tệ,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 4. Giảm các doanh thu phi tiền tệ,4. Giảm các doanh thu phi tiền tệ,18,,(10.117.767.322),10.580.006.284,18.0,,-10117767322.0,10580006284.0
- Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),- Lãi đánh giá lại giá trị các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),19,,(10.117.767.322),10.580.006.284,19.0,,-10117767322.0,10580006284.0
5. Thay đổi vốn lưu động,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 5. Thay đổi vốn lưu động,5. Thay đổi vốn lưu động,30,,(4.660.074.733.777),(588.246.299.822),30.0,,-4660074733777.0,-588246299822.0
- Giảm/(tăng) tài sản tài chính FVTPL,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm/(tăng) tài sản tài chính FVTPL,- Giảm/(tăng) tài sản tài chính FVTPL,31,,1.499.400.141.383,(891.054.615.654),31.0,,1499400141383.0,-891054615654.0
- Tăng các khoản đầu tư giữ đến ngày đáo hạn,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản đầu tư giữ đến ngày đáo hạn,- Tăng các khoản đầu tư giữ đến ngày đáo hạn,32,,(431.330.593.151),(624.197.900.000),32.0,,-431330593151.0,-624197900000.0
- (Tăng)/giảm các khoản cho vay,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm các khoản cho vay,- (Tăng)/giảm các khoản cho vay,33,,(5.458.983.197.439),3.391.789.343.557,33.0,,-5458983197439.0,3391789343557.0
- Giảm/(tăng) tài sản tài chính sản sàng để bán,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm/(tăng) tài sản tài chính sản sàng để bán,- Giảm/(tăng) tài sản tài chính sản sàng để bán,34,,128.412.895.626,(1.272.031.058.357),34.0,,128412895626.0,-1272031058357.0
