row_label_raw,row_label_full,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Tổng giá vốn VND,Lãi bán chứng khoán trong năm VND,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Tổng giá vốn VND,numeric__Lãi bán chứng khoán trong năm VND
Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,,70.285.208.000,89.567.448.531,73.601.340.401,,70285208000.0,89567448531.0,73601340401.0
Đáo hạn chứng quyền CHPG2204,Đáo hạn chứng quyền CHPG2204,Đáo hạn chứng quyền CHPG2204,2.885.900,-,-,11.441.239.728,2885900.0,,,11441239728.0
Đáo hạn chứng quyền CTCB2202,Đáo hạn chứng quyền CTCB2202,Đáo hạn chứng quyền CTCB2202,4.782.300,-,-,5.616.757.466,4782300.0,,,5616757466.0
Đáo hạn chứng quyền CACB2101,Đáo hạn chứng quyền CACB2101,Đáo hạn chứng quyền CACB2101,2.801.300,-,-,3.803.322.456,2801300.0,,,3803322456.0
Đáo hạn chứng quyền CSTB2203,Đáo hạn chứng quyền CSTB2203,Đáo hạn chứng quyền CSTB2203,3.478.700,-,-,3.738.189.080,3478700.0,,,3738189080.0
Đáo hạn chứng quyền CVIC2110,Đáo hạn chứng quyền CVIC2110,Đáo hạn chứng quyền CVIC2110,3.989.200,-,-,3.572.647.323,3989200.0,,,3572647323.0
Mua chứng quyền CSTB2203,Mua chứng quyền CSTB2203,Mua chứng quyền CSTB2203,9.159.500,8.305.619.000,10.422.754.964,2.117.135.964,9159500.0,8305619000.0,10422754964.0,2117135964.0
Mua chứng quyền CPOW2203,Mua chứng quyền CPOW2203,Mua chứng quyền CPOW2203,19.029.200,7.447.171.000,9.546.710.281,2.099.539.281,19029200.0,7447171000.0,9546710281.0,2099539281.0
Mua chứng quyền CVIC2110,Mua chứng quyền CVIC2110,Mua chứng quyền CVIC2110,5.086.100,3.446.339.000,5.431.375.429,1.985.036.429,5086100.0,3446339000.0,5431375429.0,1985036429.0
Mua chứng quyền CFPT2202,Mua chứng quyền CFPT2202,Mua chứng quyền CFPT2202,6.097.300,10.326.333.000,11.942.076.691,1.615.743.691,6097300.0,10326333000.0,11942076691.0,1615743691.0
Mua chứng quyền CVRE2202,Mua chứng quyền CVRE2202,Mua chứng quyền CVRE2202,7.765.600,3.613.615.000,4.889.688.289,1.276.073.289,7765600.0,3613615000.0,4889688289.0,1276073289.0
Lãi mua một số chứng quyền khác,Lãi mua một số chứng quyền khác,Lãi mua một số chứng quyền khác,96.337.500,37.146.131.000,47.334.842.877,36.335.655.694,96337500.0,37146131000.0,47334842877.0,36335655694.0
,,,,112.712.239.386.132,112.639.804.365.772,165.318.601.292,,112712239386132.0,112639804365772.0,165318601292.0
