row_label_raw,row_label_full,Năm phát hành > 2022 > 2023,Lô > Lô 2 > Lô 1 > Lô 2,"Lãi suất năm > 7,200% > 7,600% > 7,100%",Năm đáo hạn > 2023 > 2027,31/12/2023 VND > - > 156.300.000.000 > 250.000.000.000,31/12/2022 VND > 200.000.000.000 > 172.000.000.000 > -,numeric__Lô > Lô 2 > Lô 1 > Lô 2,"numeric__Lãi suất năm > 7,200% > 7,600% > 7,100%",numeric__Năm đáo hạn > 2023 > 2027,numeric__31/12/2023 VND > - > 156.300.000.000 > 250.000.000.000,numeric__31/12/2022 VND > 200.000.000.000 > 172.000.000.000 > -
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,,,,(108.888.889),(22.222.220),,,,-108888889.0,-22222220.0
Trái phiếu phát hành dài hạn,Trái phiếu phát hành dài hạn,Trái phiếu phát hành dài hạn,Trái phiếu phát hành dài hạn,Trái phiếu phát hành dài hạn,Trái phiếu phát hành dài hạn,406.191.111.111,371.977.777.780,,,,406191111111.0,371977777780.0
