row_label_raw,row_label_full,col_0,31/12/2023VND,31/12/2022VND,numeric__31/12/2023VND,numeric__31/12/2022VND
,,,Phải thu/(Phải trả),Phải thu/(Phải trả),,
Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,,
Tiền gửi thanh toán,Ngân hàng TMCP Quân đội > Tiền gửi thanh toán,Tiền gửi thanh toán,423.778.302.158,15.678.353.563,423778302158.0,15678353563.0
Tiền gửi có kỳ hạn,Ngân hàng TMCP Quân đội > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,942.320.000.000,1.120.320.000.000,942320000000.0,1120320000000.0
Lãi dự thu tiền gửi,Ngân hàng TMCP Quân đội > Lãi dự thu tiền gửi,Lãi dự thu tiền gửi,53.880.051.717,28.516.818.833,53880051717.0,28516818833.0
Tiền gửi giao dịch của Nhà đầu tư,Ngân hàng TMCP Quân đội > Tiền gửi giao dịch của Nhà đầu tư,Tiền gửi giao dịch của Nhà đầu tư,1.347.587.784.445,551.936.667.389,1347587784445.0,551936667389.0
Phải thu phí quản lý tài sản trên tài khoản giao dịch chứng khoán của khách hàng,Ngân hàng TMCP Quân đội > Phải thu phí quản lý tài sản trên tài khoản giao dịch chứng khoán của khách hàng,Phải thu phí quản lý tài sản trên tài khoản giao dịch chứng khoán của khách hàng,91.132.325,91.132.326,91132325.0,91132326.0
Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội,,
Đặt cọc thuê văn phòng,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội > Đặt cọc thuê văn phòng,Đặt cọc thuê văn phòng,909.270.500,909.270.500,909270500.0,909270500.0
Phải trả chi phí tiến điện và thuê văn phòng,Công ty TNHH Quản lý nợ và Khai thác tài sản Ngân hàng TMCP Quân đội > Phải trả chi phí tiến điện và thuê văn phòng,Phải trả chi phí tiến điện và thuê văn phòng,-,(12.605.683),,-12605683.0
Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,,
Phải thu tiền bảo hiểm sức khỏe,Tổng Công ty Cổ phần Bảo hiểm Quân đội > Phải thu tiền bảo hiểm sức khỏe,Phải thu tiền bảo hiểm sức khỏe,,2.510.825,,2510825.0
Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas,Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas,Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas,Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas,Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas,,
Phải thu hoạt động môi giới chứng khoán,Công Ty TNHH Bảo hiểm Nhân thọ MB Ageas > Phải thu hoạt động môi giới chứng khoán,Phải thu hoạt động môi giới chứng khoán,16.532.040,-,16532040.0,
