row_label_raw,row_label_full,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Tổng giá vốn VND,Lãi bán chứng khoán trong năm VND,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Tổng giá vốn VND,numeric__Lãi bán chứng khoán trong năm VND
Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,,3.184.358.000,3.512.875.856,592.503.383,,3184358000.0,3512875856.0,592503383.0
Đáo hạn chứng quyền CSTB2301,Đáo hạn chứng quyền CSTB2301,Đáo hạn chứng quyền CSTB2301,249.000,-,-,179.593.635,249000.0,,,179593635.0
Đáo hạn chứng quyền CVRE2301,Đáo hạn chứng quyền CVRE2301,Đáo hạn chứng quyền CVRE2301,70.100,-,-,48.403.388,70100.0,,,48403388.0
Đáo hạn chứng quyền CVPB2301,Đáo hạn chứng quyền CVPB2301,Đáo hạn chứng quyền CVPB2301,71.400,-,-,35.224.783,71400.0,,,35224783.0
Đáo hạn chứng quyền CTCB2301,Đáo hạn chứng quyền CTCB2301,Đáo hạn chứng quyền CTCB2301,12.700,-,-,763.721,12700.0,,,763721.0
Mua chứng quyền CSTB2301,Mua chứng quyền CSTB2301,Mua chứng quyền CSTB2301,460.100,600.939.000,709.672.449,108.733.449,460100.0,600939000.0,709672449.0,108733449.0
Mua chứng quyền CHPG2304,Mua chứng quyền CHPG2304,Mua chứng quyền CHPG2304,383.600,491.512.000,570.823.197,79.311.197,383600.0,491512000.0,570823197.0,79311197.0
Mua chứng quyền CVPB2302,Mua chứng quyền CVPB2302,Mua chứng quyền CVPB2302,716.400,1.156.178.000,1.232.041.235,75.863.235,716400.0,1156178000.0,1232041235.0,75863235.0
Mua chứng quyền CVRE2301,Mua chứng quyền CVRE2301,Mua chứng quyền CVRE2301,519.700,438.475.000,464.745.753,26.270.753,519700.0,438475000.0,464745753.0,26270753.0
Mua chứng quyền CVHM2319,Mua chứng quyền CVHM2319,Mua chứng quyền CVHM2319,152.400,118.158.000,135.241.794,17.083.794,152400.0,118158000.0,135241794.0,17083794.0
Lãi mua một số chứng quyền khác,Lãi mua một số chứng quyền khác,Lãi mua một số chứng quyền khác,308.000,379.096.000,400.351.428,21.255.428,308000.0,379096000.0,400351428.0,21255428.0
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,1.839.370,25.244.536.993,23.463.240.018,1.781.296.975,1839370.0,25244536993.0,23463240018.0,1781296975.0
,,,,78.647.115.729.655,78.517.665.629.163,130.371.121.731,,78647115729655.0,78517665629163.0,130371121731.0
