row_label_raw,row_label_full,Ông Nguyễn Trung Vũ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Phạm Thanh Hưng,Ông Phạm Thanh Hưng,Ông Phạm Thanh Hưng,Phó Chủ tịch,,,
Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Ông Nguyễn Đức Vui,Ủy viên,,,
Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Bà Nguyễn Thị Hoàng Oanh,Ủy viên,,,
Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Ông Chu Hữu Chiến,Ủy viên,,,
Ông Vương Văn Tường,Ông Vương Văn Tường,Ông Vương Văn Tường,Ủy viên,(Bổ nhiệm ngày 09/04/2021),,
Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Bà Nguyễn Minh Hồi,Ủy viên,(Bổ nhiệm ngày 10/01/2022),,
