row_label_raw,row_label_full,"Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Đầu tư vào Công ty conThông tin chỉ tiết về các công ty con của Công ty vào ngày 31/12/2021 như sau:Tên công ty con","Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Nơi thành lập và hoạt động","Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ lợi ích","Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ biểu quyết",Báo cáo tài chính riêngCho năm tài chính kết thúc ngày 31/12/2021 > Hoạt động kinh doanh chính,"numeric__Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Nơi thành lập và hoạt động","numeric__Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ lợi ích","numeric__Công ty Cổ phần Bất động sản Thế kỳTầng 1, tòa B Sky City, số 88 Láng Hạ, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội, Việt Nam > Tỷ lệ biểu quyết",numeric__Báo cáo tài chính riêngCho năm tài chính kết thúc ngày 31/12/2021 > Hoạt động kinh doanh chính
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Thành phố Hà Nội,100%,100%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê. Tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,1.0,1.0,
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,Thành phố Hà Nội,80%,80%,"Cung cấp dịch vụ giá trị gia tăng trên mạng internet, quảng cáo, tổ chức xúc tiến thương mại, nghiên cứu thị trường.",,0.8,0.8,
- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,Thành phố Hồ Chí Minh,80%,80%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê. Tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,0.8,0.8,
- Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),- Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),- Công ty TNHH Cen Prime (đổi tên từ Công ty Cổ phần M&I Thế kỳ),Thành phố Hà Nội,100%,100%,Môi giới bất động sản; sàn giao dịch bất động sản; tư vấn và quản lý bất động sản; tư vấn quản lý; dịch vụ hỗ trợ tài chính.,,1.0,1.0,
- Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),- Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),- Công ty TNHH Quản lý Đối tác Liên kết Cen (đổi tên từ Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN),Thành phố Hà Nội,100%,100%,"Dịch vụ tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất.",,1.0,1.0,
- Công ty Cổ phần Cen Cuckoo,- Công ty Cổ phần Cen Cuckoo,- Công ty Cổ phần Cen Cuckoo,Thành phố Hà Nội,100%,100%,"Dịch vụ tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất.",,1.0,1.0,
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,Thành phố Hà Nội,56%,56%,"Đào tạo, bồi dưỡng kiến thức hành nghề môi giới bất động sản.",,0.56,0.56,
