row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,Thuyết minh,31/12/2021 > VND,01/01/2021 > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2021 > VND,numeric__01/01/2021 > VND
300,300,300,C.,NỘ PHẢI TRẢ,,2.637.362.352.321,1.347.847.701.653,,,,2637362352321.0,1347847701653.0
310,310,310,I.,Nợ ngắn hạn,,1.684.653.148.169,895.960.305.106,,,,1684653148169.0,895960305106.0
311,311,311,1.,Phải trả người bán ngắn hạn,17,107.768.464.320,214.239.170.957,1.0,,17.0,107768464320.0,214239170957.0
312,312,312,2.,Người mua trả tiền trước ngắn hạn,18,123.370.640.379,18.562.530.081,2.0,,18.0,123370640379.0,18562530081.0
313,313,313,3.,Thuế và các khoản phải nộp Nhà nước,19,216.497.842.662,77.111.192.857,3.0,,19.0,216497842662.0,77111192857.0
314,314,314,4.,Phải trả người lao động,,54.090.491.981,72.208.479.849,4.0,,,54090491981.0,72208479849.0
315,315,315,5.,Chi phí phải trả ngắn hạn,20,83.419.650.276,-,5.0,,20.0,83419650276.0,
318,318,318,6.,Doanh thu chưa thực hiện ngắn hạn,22,2.494.870.505,1.832.949.440,6.0,,22.0,2494870505.0,1832949440.0
319,319,319,7.,Phải trả ngắn hạn khác,21,400.577.907.474,152.322.185.211,7.0,,21.0,400577907474.0,152322185211.0
320,320,320,8.,Vay và nợ thuê tài chính ngắn hạn,16,660.818.974.775,326.600.740.439,8.0,,16.0,660818974775.0,326600740439.0
322,322,322,9.,Quỹ khen thưởng phúc lợi,,35.614.305.797,33.083.056.272,9.0,,,35614305797.0,33083056272.0
330,330,330,II.,Nợ dài hạn,,952.709.204.152,451.887.396.547,,,,952709204152.0,451887396547.0
337,337,337,1.,Phải trả dài hạn khác,21,2.709.204.152,1.887.396.547,1.0,,21.0,2709204152.0,1887396547.0
338,338,338,2.,Vay và nợ thuê tài chính dài hạn,16,950.000.000.000,450.000.000.000,2.0,,16.0,950000000000.0,450000000000.0
400,400,400,D.,VỐN CHỦ SỞ HỮU,,3.290.560.535.402,1.902.427.090.986,,,,3290560535402.0,1902427090986.0
410,410,410,I.,Vốn chủ sở hữu,23,3.290.560.535.402,1.902.427.090.986,,,23.0,3290560535402.0,1902427090986.0
411,411,411,1.,Vốn góp của chủ sở hữu,,2.015.995.570.000,800.000.000.000,1.0,,,2015995570000.0,800000000000.0
411a,411a,411a,-,Cổ phiếu phổ thông có quyền biểu quyết,,2.015.995.570.000,800.000.000.000,,,,2015995570000.0,800000000000.0
412,412,412,2.,Thặng dư vốn cổ phần,,149.799.450.000,150.000.000.000,2.0,,,149799450000.0,150000000000.0
414,414,414,3.,Vốn khác của chủ sở hữu,,36.000.000.000,36.000.000.000,3.0,,,36000000000.0,36000000000.0
415,415,415,4.,Cổ phiếu quỹ,,(1.080.000),(1.080.000),4.0,,,-1080000.0,-1080000.0
418,418,418,5.,Quỹ đầu tư phát triển,,89.988.738.351,65.392.096.174,5.0,,,89988738351.0,65392096174.0
421,421,421,6.,Lợi nhuận sau thuế chưa phân phối,,998.777.857.051,851.036.074.812,6.0,,,998777857051.0,851036074812.0
421a,421a,421a,-,LNST chưa phân phối lũy kế đến cuối năm trước,,552.695.670.656,605.069.653.037,,,,552695670656.0,605069653037.0
421b,421b,421b,-,LNST chưa phân phối năm nay,,446.082.186.395,245.966.421.775,,,,446082186395.0,245966421775.0
