row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty Cổ phần Bất động sản Galaxy Land,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,3.123.843.294,-,179.594.049.402,-,3123843294.0,,179594049402.0,
- Công ty Cổ phần TMĐT Ngôi nhà Thế ký,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần TMĐT Ngôi nhà Thế ký,- Công ty Cổ phần TMĐT Ngôi nhà Thế ký,112.272.610.943,-,90.510.283.209,-,112272610943.0,,90510283209.0,
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,9.715.959.251,-,43.883.865.258,-,9715959251.0,,43883865258.0,
- Công ty Cổ phần Phát triển Nhà Bình Minh (*),Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Phát triển Nhà Bình Minh (*),- Công ty Cổ phần Phát triển Nhà Bình Minh (*),158.622.376.546,-,105.370.043.337,-,158622376546.0,,105370043337.0,
- Công ty Cổ Phần VMF,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ Phần VMF,- Công ty Cổ Phần VMF,1.583.660.390,-,37.210.163.320,-,1583660390.0,,37210163320.0,
- Công ty Cổ phần Bitexco,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Bitexco,- Công ty Cổ phần Bitexco,73.439.188.860,-,14.507.230.145,-,73439188860.0,,14507230145.0,
- Công ty TNHH Nam Hồng,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH Nam Hồng,- Công ty TNHH Nam Hồng,-,-,30.124.657.041,-,,,30124657041.0,
- Khách hàng Dự án Bình Minh Garden,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Khách hàng Dự án Bình Minh Garden,- Khách hàng Dự án Bình Minh Garden,-,-,103.801.214.079,-,,,103801214079.0,
- Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,- Chi nhánh Hà Tây - Công ty Cổ phần Tập đoàn Nam Cường Hà Nội,36.738.948.297,-,-,-,36738948297.0,,,
- Các khoản phải thu khách hàng khác,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,235.240.354.735,(596.312.741),165.872.888.693,(596.312.741),235240354735.0,-596312741.0,165872888693.0,-596312741.0
,,,630.736.942.316,(596.312.741),770.874.394.484,(596.312.741),630736942316.0,-596312741.0,770874394484.0,-596312741.0
