row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị,31/12/2021 > Số có khả năng trả nợ,01/01/2021 > Giá trị,01/01/2021 > Số có khả năng trả nợ,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,-,-,3.528.436.026,3.528.436.026,,,3528436026.0,3528436026.0
- Công ty Cổ phần Bất động sản Cen Sài Gòn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,43.228.750.231,43.228.750.231,123.667.438.404,123.667.438.404,43228750231.0,43228750231.0,123667438404.0,123667438404.0
- Công ty Cổ phần Dolphin 2 Việt Nam,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dolphin 2 Việt Nam,- Công ty Cổ phần Dolphin 2 Việt Nam,-,-,33.306.512.000,33.306.512.000,,,33306512000.0,33306512000.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,4.645.794.904,4.645.794.904,20.455.216.257,20.455.216.257,4645794904.0,4645794904.0,20455216257.0,20455216257.0
- Công ty Cổ phần Công nghệ Quốc tế GTECH,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Công nghệ Quốc tế GTECH,- Công ty Cổ phần Công nghệ Quốc tế GTECH,-,-,7.200.000.000,7.200.000.000,,,7200000000.0,7200000000.0
- Công ty Cổ phần Bất động sản Galaxy Land,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,4.091.860.240,4.091.860.240,6.676.317.605,6.676.317.605,4091860240.0,4091860240.0,6676317605.0,6676317605.0
- Phải trả các đối tượng khác,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,55.802.058.945,55.802.058.945,19.405.250.665,19.405.250.665,55802058945.0,55802058945.0,19405250665.0,19405250665.0
,,,107.768.464.320,107.768.464.320,214.239.170.957,214.239.170.957,107768464320.0,107768464320.0,214239170957.0,214239170957.0
