row_label_raw,row_label_full,Họ và tên,Chức danh,Chức danh_1,Chức danh_2,numeric__Chức danh,numeric__Chức danh_1,numeric__Chức danh_2
"Thành viên Hội đồng Quản trị (""HDQT"")","Thành viên Hội đồng Quản trị (""HDQT"")","Thành viên Hội đồng Quản trị (""HDQT"")","Thành viên Hội đồng Quản trị (""HDQT"")","Thành viên Hội đồng Quản trị (""HDQT"")","Thành viên Hội đồng Quản trị (""HDQT"")",,,
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",630.000.000,568.304.058,,630000000.0,568304058.0
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",60.333.333,-,,60333333.0,
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",263.291.667,105.000.000,,263291667.0,105000000.0
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",37.708.333,-,,37708333.0,
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",30.166.667,-,,30166667.0,
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",280.000.000,-,,280000000.0,
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",200.000.000,75.000.000,,200000000.0,75000000.0
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",185.583.333,75.000.000,,185583333.0,75000000.0
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",200.666.667,75.000.000,,200666667.0,75000000.0
,,,"Chủ tịch HDQT, Trường Tiểu banChiến lược – Tài chínhPhó Chủ tịch HDQT,Tổng Giám đốc (*)Thành viên HDQT, Chủ tịch Ủy banKiểm toánThành viên HDQT, Giám đốcCao cấp – Tài chính (*)Thành viên HDQT, Giám đốcCao cấp – Chiến lượcThành viên HDQT, Trường Tiểu banESG (*)",1.887.750.000,898.304.058,,1887750000.0,898304058.0
Bà Cao Thị Ngọc Dung,Bà Cao Thị Ngọc Dung,Bà Cao Thị Ngọc Dung,,,,,,
BàCTX Thị Ngọc Dung,Bà Cao Thị Ngọc Dung > BàCTX Thị Ngọc Dung,BàCTX Thị Ngọc Dung,Tổng Giám đốc,530.000.000,490.000.000,,530000000.0,490000000.0
Ông Lê Trí Thông,Bà Cao Thị Ngọc Dung > Ông Lê Trí Thông,Ông Lê Trí Thông,Giám đốc Cao cấp,228.184.607,201.499.874,,228184607.0,201499874.0
Ông Lê Trí Thông,Bà Cao Thị Ngọc Dung > Ông Lê Trí Thông,Ông Lê Trí Thông,Giám đốc Cao cấp,758.184.607,691.499.874,,758184607.0,691499874.0
