row_label_raw,row_label_full,TSCD,TSCD_1,TSCD_2,TSCD_3,TSCD_4,TSCD_5,numeric__TSCD_1,numeric__TSCD_2,numeric__TSCD_3,numeric__TSCD_4,numeric__TSCD_5
,,,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2022,Nguyên giá > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,155.412.647.890,54.332.739.154,40.084.095.152,95.062.625.806,344.892.108.002,155412647890.0,54332739154.0,40084095152.0,95062625806.0,344892108002.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,336.742.733,20.945.451.946,1.681.765.636,2.630.221.629,25.594.181.944,336742733.0,20945451946.0,1681765636.0,2630221629.0,25594181944.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(611.271.712),(711.800.000),(577.368.742),(1.900.440.454),,-611271712.0,-711800000.0,-577368742.0,-1900440454.0
Tại ngày 31 tháng 12 năm 2022,Nguyên giá > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,155.749.390.623,74.666.919.388,41.054.060.788,97.115.478.693,368.585.849.492,155749390623.0,74666919388.0,41054060788.0,97115478693.0,368585849492.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2022,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,59.517.026.694,35.834.118.969,19.431.931.410,60.362.404.480,175.145.481.553,59517026694.0,35834118969.0,19431931410.0,60362404480.0,175145481553.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,8.407.794.591,8.740.661.181,4.858.314.351,10.361.545.698,32.368.315.821,8407794591.0,8740661181.0,4858314351.0,10361545698.0,32368315821.0
"Thanh lý, nhượng bán","Khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(597.848.415),(711.800.000),(553.582.075),(1.863.230.490),,-597848415.0,-711800000.0,-553582075.0,-1863230490.0
Tại ngày 31 tháng 12 năm 2022,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,67.924.821.285,43.976.931.735,23.578.445.761,70.170.368.103,205.650.566.884,67924821285.0,43976931735.0,23578445761.0,70170368103.0,205650566884.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2022,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,95.895.621.196,18.498.620.185,20.652.163.742,34.700.221.326,169.746.626.449,95895621196.0,18498620185.0,20652163742.0,34700221326.0,169746626449.0
Tại ngày 31 tháng 12 năm 2022,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,87.824.569.338,30.689.987.653,17.475.615.027,26.945.110.590,162.935.282.608,87824569338.0,30689987653.0,17475615027.0,26945110590.0,162935282608.0
