row_label_raw,row_label_full,Công ty TNHH MTV Thời trang CAO,9.200.845.609,col_2,numeric__9.200.845.609,numeric__col_2
Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,183.550.000,8.986.047.520,183550000.0,8986047520.0
Công ty Cổ phần Sản xuất Thương mạiDịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mạiDịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mạiDịch vụ Ngôi nhà Sài Gòn,25.492.500,25.492.500,25492500.0,25492500.0
,,,9.409.888.109,9.011.540.020,9409888109.0,9011540020.0
