row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,11.064.035.069.182,8.602.996.182.573,,,11064035069182.0,8602996182573.0
110,110,110,Tiền,,812.986.324.575,305.277.938.978,,,812986324575.0,305277938978.0
111,111,111,Tiền,3,812.986.324.575,305.277.938.978,,3.0,812986324575.0,305277938978.0
120,120,120,Đầu tư tài chính ngắn hạn,,200.000.000.000,-,,,200000000000.0,
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),200.000.000.000,-,,,200000000000.0,
130,130,130,Các khoản phải thu ngắn hạn,,710.766.133.884,390.023.093.373,,,710766133884.0,390023093373.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,143.730.514.010,40.694.434.402,,5.0,143730514010.0,40694434402.0
132,132,132,Trả trước cho người bán ngắn hạn,6,396.330.171.806,330.458.116.382,,6.0,396330171806.0,330458116382.0
135,135,135,Phải thu về cho vay ngắn hạn,7,140.000.000.000,-,,7.0,140000000000.0,
136,136,136,Phải thu ngắn hạn khác,8(a),33.444.427.006,20.525.567.151,,,33444427006.0,20525567151.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,9,(2.806.717.308),(2.004.798.077),,9.0,-2806717308.0,-2004798077.0
139,139,139,Tài sản thiếu chờ xử lý,,67.738.370,349.773.515,,,67738370.0,349773515.0
140,140,140,Hàng tồn kho,,9.271.399.848.670,7.845.352.587.725,,,9271399848670.0,7845352587725.0
141,141,141,Hàng tồn kho,10,9.271.399.848.670,7.845.352.587.725,,10.0,9271399848670.0,7845352587725.0
150,150,150,Tài sản ngắn hạn khác,,68.882.762.053,62.342.562.497,,,68882762053.0,62342562497.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),65.745.263.061,54.543.083.974,,,65745263061.0,54543083974.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,3.137.498.992,7.799.478.523,,,3137498992.0,7799478523.0
