row_label_raw,row_label_full,col_0,Tại ngày1.1.2022VND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,Tại ngày31.12.2022VND,numeric__Tại ngày1.1.2022VND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Tại ngày31.12.2022VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,59.430.680.133,653.028.415.133,(690.202.576.374),22.256.518.892,59430680133.0,653028415133.0,-690202576374.0,22256518892.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,184.591.961.711,464.637.548.290,(455.890.155.101),193.339.354.900,184591961711.0,464637548290.0,-455890155101.0,193339354900.0
Thuế TNCN,Thuế TNCN,Thuế TNCN,11.893.356.841,115.959.394.530,(121.007.029.772),6.845.721.599,11893356841.0,115959394530.0,-121007029772.0,6845721599.0
Khác,Khác,Khác,5.136.352.976,1.529.362.969,(2.107.883.310),4.557.832.635,5136352976.0,1529362969.0,-2107883310.0,4557832635.0
,,,261.052.351.661,1.235.154.720.922,(1.269.207.644.557),226.999.428.026,261052351661.0,1235154720922.0,-1269207644557.0,226999428026.0
