row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
i),i),i),Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,,
i),i) > i),i),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,9.152.011.038.721,5.602.097.637.982,,9152011038721.0,5602097637982.0
i),i) > i),i),Công ty TNHH MTV Thời trang CAO,92.032.083.381,11.574.360.210,,92032083381.0,11574360210.0
i),i) > i),i),Công ty TNHH MTV Giám định PNJ,1.090.909.092,11.574.360.210,,1090909092.0,11574360210.0
i),i) > i),i),Hội Doanh nhân Trẻ Thành phố Hồ Chí Minh,265.600.000,-,,265600000.0,
i),i) > i),i),Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,25.880.800,144.000.000,,25880800.0,144000000.0
i),i) > i),i),,9.245.425.511.994,5.625.390.358.402,,9245425511994.0,5625390358402.0
ii),ii),ii),Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,,,
ii),ii) > ii),ii),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,9.720.514.355.014,6.163.334.268.912,,9720514355014.0,6163334268912.0
ii),ii) > ii),ii),Công ty TNHH MTV Thời trang CAO,68.633.612.899,61.333.251.131,,68633612899.0,61333251131.0
ii),ii) > ii),ii),Công ty TNHH MTV Giám định PNJ,9.963.148.813,7.738.587.655,,9963148813.0,7738587655.0
ii),ii) > ii),ii),Công ty TNHH Sản xuất Thương mại Không gian Vàng,6.576.578.942,2.479.743.231,,6576578942.0,2479743231.0
ii),ii) > ii),ii),Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,4.428.768.000,4.681.668.400,,4428768000.0,4681668400.0
ii),ii) > ii),ii),Hội Nữ Doanh nhân Thành phố Hồ Chí Minh,2.256.400.000,155.450.000,,2256400000.0,155450000.0
ii),ii) > ii),ii),Công ty TNHH Phòng khám Đa khoa Quốc tế An Phú,2.154.235.000,1.529.710.000,,2154235000.0,1529710000.0
ii),ii) > ii),ii),Hội Doanh nhân Trẻ Thành phố Hồ Chí Minh,184.500.000,-,,184500000.0,
ii),ii) > ii),ii),Công ty Cổ phần Doanh nghiệp Xã hội Viện thành viên Hội đồng Quản trị Việt Nam,464.670.000,64.152.000,,464670000.0,64152000.0
ii),ii) > ii),ii),Hội Doanh nghiệp Hàng Việt Nam chất lượng cao Thành phố Hồ Chí Minh,221.000.000,-,,221000000.0,
ii),ii) > ii),ii),,9.815.397.268.668,6.241.316.831.329,,9815397268668.0,6241316831329.0
iii),iii),iii),Lãi trả chậm,Lãi trả chậm,Lãi trả chậm,,,
iii),iii) > iii),iii),Công ty TNHH MTV Thời trang CAO,3.084.622.772,-,,3084622772.0,
iv),iv),iv),Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,,,
iv),iv) > iv),iv),Công ty TNHH MTV Giám định PNJ,811.890.410,874.136.987,,811890410.0,874136987.0
