row_label_raw,row_label_full,Tên,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty con,
Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty con,
Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty con,
Thành viên Hội đồng Quản trị và Ban Điều hành,Thành viên Hội đồng Quản trị và Ban Điều hành,Thành viên Hội đồng Quản trị và Ban Điều hành,Bên liên quan khác,
Công ty Cổ phần Doanh nghiệp Xã hội Viện thành viên Hội đồng Quản trị Việt Nam,Công ty Cổ phần Doanh nghiệp Xã hội Viện thành viên Hội đồng Quản trị Việt Nam,Công ty Cổ phần Doanh nghiệp Xã hội Viện thành viên Hội đồng Quản trị Việt Nam,Bên liên quan khác,
Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,Công ty Cổ phần Sản xuất Thương mại Dịch vụ Ngôi nhà Sài Gòn,Bên liên quan khác,
Công ty TNHH Phòng khám Đa khoa Quốc tế An Phú,Công ty TNHH Phòng khám Đa khoa Quốc tế An Phú,Công ty TNHH Phòng khám Đa khoa Quốc tế An Phú,Bên liên quan khác,
Công ty TNHH Sản xuất Thương mại Không gian Vàng,Công ty TNHH Sản xuất Thương mại Không gian Vàng,Công ty TNHH Sản xuất Thương mại Không gian Vàng,Bên liên quan khác,
Hội Doanh nghiệp Hàng Việt Nam chất lượng cao Thành phố Hồ Chí Minh,Hội Doanh nghiệp Hàng Việt Nam chất lượng cao Thành phố Hồ Chí Minh,Hội Doanh nghiệp Hàng Việt Nam chất lượng cao Thành phố Hồ Chí Minh,Bên liên quan khác,
Hội Doanh nhân Trẻ Thành phố Hồ Chí Minh,Hội Doanh nhân Trẻ Thành phố Hồ Chí Minh,Hội Doanh nhân Trẻ Thành phố Hồ Chí Minh,Bên liên quan khác,
Hội Nữ Doanh nhân Thành phố Hồ Chí Minh,Hội Nữ Doanh nhân Thành phố Hồ Chí Minh,Hội Nữ Doanh nhân Thành phố Hồ Chí Minh,Bên liên quan khác,
