row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,1.846.082.304.812,1.451.077.899.581,,,1846082304812.0,1451077899581.0
210,210,210,Khoản phải thu dài hạn,,88.419.971.107,80.350.406.759,,,88419971107.0,80350406759.0
216,216,216,Phải thu dài hạn khác,8(b),88.419.971.107,80.350.406.759,,,88419971107.0,80350406759.0
220,220,220,Tài sản cố định,,805.633.551.936,820.594.930.272,,,805633551936.0,820594930272.0
221,221,221,Tài sản cố định hữu hình,12(a),162.935.282.608,169.746.626.449,,,162935282608.0,169746626449.0
222,222,222,Nguyên giá,,368.585.849.492,344.892.108.002,,,368585849492.0,344892108002.0
223,223,223,Giá trị khấu hao lũy kế,,(205.650.566.884),(175.145.481.553),,,-205650566884.0,-175145481553.0
227,227,227,Tài sản cố định vô hình,12(b),642.698.269.328,650.848.303.823,,,642698269328.0,650848303823.0
228,228,228,Nguyên giá,,705.939.742.348,697.774.918.988,,,705939742348.0,697774918988.0
229,229,229,Giá trị khấu hao lũy kế,,(63.241.473.020),(46.926.615.165),,,-63241473020.0,-46926615165.0
240,240,240,Tài sản dở dang dài hạn,,28.799.987.250,30.183.906.350,,,28799987250.0,30183906350.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,13,28.799.987.250,30.183.906.350,,13.0,28799987250.0,30183906350.0
250,250,250,Đầu tư tài chính dài hạn,4(b),586.669.065.179,246.119.593.225,,,586669065179.0,246119593225.0
251,251,251,Đầu tư vào công ty con,,660.000.000.000,340.000.000.000,,,660000000000.0,340000000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,395.271.613.400,395.271.613.400,,,395271613400.0,395271613400.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,,(468.602.548.221),(489.152.020.175),,,-468602548221.0,-489152020175.0
260,260,260,Tài sản dài hạn khác,,336.559.729.340,273.829.062.975,,,336559729340.0,273829062975.0
261,261,261,Chỉ phí trả trước dài hạn,11(b),219.829.594.777,175.791.229.191,,,219829594777.0,175791229191.0
262,262,262,Tài sản thuế thu nhập hoãn lại,23,116.730.134.563,98.037.833.784,,23.0,116730134563.0,98037833784.0
270,270,270,TỔNG TÀI SẢN,,12.910.117.373.994,10.054.074.082.154,,,12910117373994.0,10054074082154.0
