row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,38.611.519.158.275,22.094.027.404.679,,,38611519158275.0,22094027404679.0
02,Mãsố > 02,02,Khoản giảm trừ doanh thu,,(331.070.850.934),(191.704.724.733),,,-331070850934.0,-191704724733.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,28,38.280.448.307.341,21.902.322.679.946,,28.0,38280448307341.0,21902322679946.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,29,(32.663.736.855.708),(18.472.287.310.471),,29.0,-32663736855708.0,-18472287310471.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.616.711.451.633,3.430.035.369.475,,,5616711451633.0,3430035369475.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,30,50.968.596.630,38.970.709.497,,30.0,50968596630.0,38970709497.0
22,Mãsố > 22,22,Chi phí tài chính,31,(113.279.558.480),(171.225.204.655),,31.0,-113279558480.0,-171225204655.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,31,(90.663.771.989),(96.963.843.334),,31.0,-90663771989.0,-96963843334.0
25,Mãsố > 25,25,Chi phí bán hàng,32,(2.723.690.768.738),(1.605.167.850.932),,32.0,-2723690768738.0,-1605167850932.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,33,(611.647.054.255),(381.233.161.253),,33.0,-611647054255.0,-381233161253.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,2.219.062.666.790,1.311.379.862.132,,,2219062666790.0,1311379862132.0
31,Mãsố > 31,31,Thu nhập khác,,6.392.230.119,7.386.236.972,,,6392230119.0,7386236972.0
32,Mãsố > 32,32,Chi phí khác,,(4.893.422.991),(14.769.208.569),,,-4893422991.0,-14769208569.0
40,Mãsố > 40,40,Lợi nhuận/(lỗ) khác,,1.498.807.128,(7.382.971.597),,,1498807128.0,-7382971597.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế,,2.220.561.473.918,1.303.996.890.535,,,2220561473918.0,1303996890535.0
51,Mãsố > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,(464.637.548.290),(257.943.507.515),,34.0,-464637548290.0,-257943507515.0
52,Mãsố > 52,52,Chi phí thuế TNDN hoãn lại,34,18.692.300.779,9.323.036.761,,34.0,18692300779.0,9323036761.0
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN,,1.774.616.226.407,1.055.376.419.781,,,1774616226407.0,1055376419781.0
