row_label_raw,row_label_full,col_0,Số cổ phiếu,Số cổ phiếu_1,Cổ phiếu phổ thông VND,Cổ phiếu quỹ VND,numeric__Số cổ phiếu,numeric__Số cổ phiếu_1,numeric__Cổ phiếu phổ thông VND,numeric__Cổ phiếu quỹ VND
,,,Cổ phiếu phổ thông,Cổ phiếu quỹ,Cổ phiếu phổ thông VND,Cổ phiếu quỹ VND,,,,
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,227.612.362,(169.559),2.276.123.620.000,(1.695.590.000),227612362.0,-169559.0,2276123620000.0,-1695590000.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,-,-,-,-,,,,
Cổ phiếu quỹ (*),Cổ phiếu mới phát hành > Cổ phiếu quỹ (*),Cổ phiếu quỹ (*),-,(76.240),-,(762.400.000),,-76240.0,,-762400000.0
Tại ngày 31 tháng 12 năm 2021,Cổ phiếu mới phát hành > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,227.612.362,(245.799),2.276.123.620.000,(2.457.990.000),227612362.0,-245799.0,2276123620000.0,-2457990000.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành > Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,18.635.498,-,186.354.980.000,-,18635498.0,,186354980000.0,
Hủy cổ phiếu quỹ,Cổ phiếu mới phát hành > Hủy cổ phiếu quỹ,Hủy cổ phiếu quỹ,(76.240),76.240,(762.400.000),762.400.000,-76240.0,76240.0,-762400000.0,762400000.0
Tại ngày 31 tháng 12 năm 2022,Cổ phiếu mới phát hành > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,246.171.620,(169.559),2.461.716.200.000,(1.695.590.000),246171620.0,-169559.0,2461716200000.0,-1695590000.0
