row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,2.220.561.473.918,1.303.996.890.535,,,2220561473918.0,1303996890535.0
02,Mãsố > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",,48.683.173.676,45.804.632.581,,,48683173676.0,45804632581.0
03,Mãsố > 03,03,(Hoàn nhập dự phòng)/các khoản dự phòng,,(18.843.163.723),49.447.248.595,,,-18843163723.0,49447248595.0
04,Mãsố > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoai do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,,(5.582.909.410),2.351.000.719,,,-5582909410.0,2351000719.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(24.116.271.113),(28.807.519.438),,,-24116271113.0,-28807519438.0
06,Mãsố > 06,06,Chi phí lãi vay,,90.663.771.989,96.963.843.334,,,90663771989.0,96963843334.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đồi vốn lưu động,,2.311.366.075.337,1.469.756.096.326,,,2311366075337.0,1469756096326.0
09,Mãsố > 09,09,(Tăng)/giảm các khoản phải thu,,(184.989.754.523),269.571.290.692,,,-184989754523.0,269571290692.0
10,Mãsố > 10,10,Tăng hàng tồn kho,,(1.426.047.260.945),(2.299.737.980.267),,,-1426047260945.0,-2299737980267.0
11,Mãsố > 11,11,Tăng các khoản phải trả,,148.214.332.355,275.116.010.892,,,148214332355.0,275116010892.0
12,Mãsố > 12,12,(Tăng)/giảm chi phí trả trước,,(55.240.544.673),4.964.035.337,,,-55240544673.0,4964035337.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(87.034.727.076),(97.682.133.656),,,-87034727076.0,-97682133656.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,,(455.890.155.101),(222.338.449.315),,,-455890155101.0,-222338449315.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(15.492.621.310),(43.169.828.785),,,-15492621310.0,-43169828785.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,234.885.344.064,(643.520.958.776),,,234885344064.0,-643520958776.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,Mãsố > 21,21,Tiền chi để mua sắm TSCĐ,,(32.375.086.204),(45.884.630.197),,,-32375086204.0,-45884630197.0
22,Mãsố > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,1.178.894.585,12.754.963.332,,,1178894585.0,12754963332.0
23,Mãsố > 23,23,Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,,(540.000.000.000),-,,,-540000000000.0,
24,Mãsố > 24,24,Tiền thu hồi cho vay tiền gửi ngân hàng có kỳ hạn,,200.000.000.000,-,,,200000000000.0,
25,Mãsố > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(320.000.000.000),-,,,-320000000000.0,
27,Mãsố > 27,27,"Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",,23.011.796.456,25.876.153.497,,,23011796456.0,25876153497.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(668.184.395.163),(7.253.513.368),,,-668184395163.0,-7253513368.0
