row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu,,1.447.231.530.000,-,,,1447231530000.0,
32,Mãsố > 32,32,Tiền chi mua lại cổ phiếu đã phát hành,,-,(1.524.800.000),,,,-1524800000.0
33,Mãsố > 33,33,Tiền thu từ đi vay,,5.949.749.914.749,7.137.837.855.943,,,5949749914749.0,7137837855943.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(5.839.302.849.713),(6.231.348.371.180),,,-5839302849713.0,-6231348371180.0
36,Mãsố > 36,36,Tiền chi trả cổ tức,,(616.671.158.340),(177.376.257.045),,,-616671158340.0,-177376257045.0
40,Mãsố > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,941.007.436.696,727.588.427.718,,,941007436696.0,727588427718.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,507.708.385.597,76.813.955.574,,,507708385597.0,76813955574.0
60,Mãsố > 60,60,Tiền đầu năm,3,305.277.938.978,228.463.983.404,,3.0,305277938978.0,228463983404.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,,-,-,,,,
70,61 > 70,70,Tiền cuối năm,3,812.986.324.575,305.277.938.978,,3.0,812986324575.0,305277938978.0
,,,Nguyễn Thành ĐạtNgười lập,Dương Quang HảiKế toán trường,Lê Trí ThôngTổng Giám đốcNgày 22 tháng 3 năm 2023,Lê Trí ThôngTổng Giám đốcNgày 22 tháng 3 năm 2023,,,,
